101,687
101,356
101,575
101,613
101,564
102,257
102,179
102,277
102,471
102,183
102,482
102,287
102,278
102,324
103,121
103,195
103,475
103,397
103,181
103,659
103,292
104,552
104,504
104,169
104,135
104,666
104,641
104,516
105,208
105,450
105,464
105,409
105,609
105,132
105,469
106,680
106,337
106,568
106,493
106,522
106,182
107,200
107,117
107,711
108,533
108,412
108,275
108,419
109,598
109,471
109,523
109,324
109,387
109,297
109,197
109,199
110,227
110,345
110,132
111,354
111,231
111,218
111,253
111,165
111,500
112,139
112,495
112,537
112,542
112,207
112,206
113,337
113,515
113,241
113,457
113,179
113,580
114,633
114,524
114,586
114,535
114,428
114,725
115,137
115,167
115,601
115,309
115,136
115,654
116,558
116,546
116,158
116,136
116,654
117,202
117,711
117,217
117,710
117,174
117,200
117,395
117,494
117,726
118,301
118,195
118,565
118,363
118,181
119,662
119,313
119,380
120,189
120,598
120,480
120,319
120,474
120,199
121,180
121,699
121,397
122,145
122,219
122,223
122,427
122,723
122,221
122,682
123,424
123,291
123,550
123,263
123,383
123,651
123,622
123,404
123,571
124,655
124,393
124,245
124,507
124,256
124,196
124,229
124,652
124,597
125,442
125,212
126,610
126,261
126,417
126,688
126,484
126,191
127,451
127,556
127,656
127,403
128,458
128,397
128,683
128,292
128,588
128,265
129,538
129,228
129,667
129,676
130,134
130,298
130,353
130,536
130,583
130,185
131,435
131,589
131,704
131,621
131,311
132,212
132,464
132,446
132,718
132,528
132,407
132,371
132,513
132,478
132,498
132,647
132,469
132,675
132,443
132,479
132,259
132,539
132,270
132,444
132,445
132,512
132,517
132,581
132,442
132,716
132,722
132,273
132,714
132,227
132,409
132,717
133,341
133,278
133,377
133,375
134,583
134,520
134,298
135,504
135,169
135,342
135,343
136,306
136,167
136,158
136,654
137,472
137,300
137,309
137,352
137,654
138,288
138,559
138,705
138,414
138,171
139,206
139,542
140,526
140,487
140,299
140,244
140,474
140,614
140,643
141,306
141,623
141,158
141,433
141,637
142,364
142,307
142,466
142,178
142,608
142,566
142,494
143,162
143,514
143,368
143,373
143,196
143,652
144,554
144,393
144,176
144,473
144,358
144,531
145,288
145,325
145,559
145,242
145,427
145,414
145,221
146,472
146,185
146,247
146,300
146,203
146,639
146,603
147,251
147,695
147,566
147,266
148,455
148,350
148,151
148,561
148,484
148,562
148,191
149,631
149,351
149,642
149,660
149,295
149,436
149,310
149,657
150,623
150,625
150,306
151,364
151,266
151,484
151,566
151,562
152,634
152,475
152,431
152,532
152,344
152,588
153,527
153,317
153,459
153,284
153,605
153,222
153,216
154,291
154,383
154,651
154,426
154,159
155,177
155,485
155,349
155,246
155,304
155,264
156,530
156,329
156,557
156,358
156,531
156,553
157,458
157,354
157,231
157,545
157,575
157,265
158,306
158,448
158,558
158,637
159,198
159,426
159,651
159,551
160,418
160,621
160,356
160,617
160,311
161,541
161,573
161,684
161,612
161,197
162,455
162,359
162,514
162,561
162,652
162,597
163,362
163,431
163,338
163,522
163,344
164,477
164,470
164,600
164,168
164,449
165,396
165,258
165,342
165,253
165,500
166,653
166,415
166,232
166,490
166,463
166,413
167,306
167,601
167,625
168,477
168,470
168,649
168,635
168,280
169,529
169,437
169,516
169,343
170,536
170,434
170,485
170,595
170,394
171,288
171,599
171,255
171,697
171,303
171,630
171,410
171,705
172,219
172,173
172,423
172,569
172,408
172,682
173,423
173,569
174,217
174,330
174,320
174,395
175,352
175,547
175,702
175,476
176,339
176,392
176,393
177,556
177,592
177,485
177,389
177,304
177,451
177,394
178,307
178,289
178,211
178,494
179,257
179,515
179,241
179,471
179,382
180,658
180,502
180,699
181,195
182,680
182,568
182,508
182,224
182,201
183,315
183,357
183,240
183,482
183,278
183,341
184,213
184,328
184,582
184,457
184,318
184,225
184,360
185,536
185,583
185,203
185,603
186,704
186,311
186,563
186,607
186,564
187,367
187,665
187,499
187,437
187,516
188,501
188,653
188,289
188,232
188,665
189,487
189,684
189,480
189,495
189,537
189,474
189,322
190,362
190,318
190,338
190,493
190,225
190,293
191,350
191,417
191,484
191,416
192,640
192,465
192,316
192,689
192,585
193,348
193,518
193,530
193,264
193,486
193,553
194,252
194,302
194,557
194,326
194,572
195,565
195,659
196,507
196,373
196,652
197,598
197,573
197,480
197,387
197,612
197,281
198,424
198,550
198,651
198,622
198,551
199,598
199,319
199,297
200,529
200,711
200,202
200,342
200,343
201,680
201,418
201,224
201,606
202,396
202,395
202,342
203,583
203,300
203,365
204,594
204,489
204,423
204,712
204,276
204,569
204,509
204,254
204,468
205,534
205,263
205,388
205,404
205,374
205,432
206,584
206,698
206,537
206,542
207,684
207,542
207,495
208,609
208,469
209,642
209,300
209,476
209,365
209,702
210,586
210,524
211,289
211,665
211,710
211,494
211,726
212,498
212,675
212,442
213,457
213,355
213,582
214,298
214,574
214,436
214,326
214,520
215,372
215,669
216,435
216,527
216,589
216,357
216,236
216,459
216,674
217,503
217,330
217,608
217,494
218,231
218,502
218,525
218,699
218,500
219,223
219,408
219,682
220,686
220,620
220,234
220,323
220,242
220,221
220,682
221,242
221,682
222,547
222,391
222,284
222,605
222,579
223,587
223,669
223,423
223,408
223,723
223,703
224,467
224,568
224,545
224,508
224,418
224,683
225,627
225,318
225,493
225,360
226,275
226,276
226,678
226,509
226,333
226,673
226,519
227,345
228,538
228,548
228,492
228,667
228,370
228,706
229,339
229,555
229,398
229,336
229,507
229,256
229,392
230,521
230,701
231,458
231,354
231,525
232,501
232,653
232,413
233,696
233,462
234,405
234,386
234,686
234,323
235,701
236,527
236,503
236,589
236,335
236,390
237,258
237,661
237,505
237,504
238,591
238,488
238,595
238,636
238,452
239,403
239,628
239,345
239,369
239,696
240,435
240,315
240,357
240,621
241,680
241,337
241,606
241,382
242,325
242,620
243,664
243,619
243,633
243,698
243,537
243,322
243,590
244,299
244,355
244,643
244,279
244,297
244,314
245,655
245,597
246,348
246,302
246,349
246,264
247,430
247,472
247,309
247,639
247,308
248,347
248,543
249,687
249,396
249,320
249,395
249,613
249,334
249,607
250,691
250,399
250,513
250,305
251,296
251,266
251,562
251,490
251,413
251,695
252,348
252,530
252,302
252,557
253,687
253,354
253,396
253,575
253,334
254,594
254,423
254,276
254,370
254,679
255,288
255,325
255,697
256,339
256,393
257,482
257,382
258,661
258,504
258,342
258,500
259,407
259,539
260,453
260,676
260,678
260,668
260,333
260,385
261,364
261,688
261,466
261,335
261,484
262,301
263,685
263,404
263,571
263,388
264,348
264,518
264,304
265,458
265,545
265,683
266,562
266,566
267,713
267,616
267,488
267,636
267,308
268,645
268,718
268,714
268,512
269,653
269,665
269,715
269,708
269,463
270,716
271,717
271,517
271,429
271,528
271,663
272,718
272,581
272,648
272,716
273,446
273,624
273,445
273,693
274,473
274,358
274,602
274,557
275,419
275,333
275,673
276,594
276,497
276,678
276,509
276,385
277,460
277,287
277,324
277,387
277,281
278,460
278,375
278,287
278,341
279,314
279,523
279,297
280,286
280,477
280,649
281,460
281,321
281,375
281,387
281,612
282,361
282,328
282,470
282,600
282,318
282,635
283,586
283,600
283,535
283,449
283,585
284,391
284,317
284,378
284,558
284,546
284,690
285,286
285,293
285,649
285,318
286,662
286,477
286,649
286,340
286,380
287,460
288,325
288,414
289,501
289,307
289,665
289,566
289,695
290,294
290,373
290,577
290,650
291,383
291,651
292,475
292,397
292,588
293,318
294,555
294,398
294,650
294,507
294,373
295,642
295,583
295,436
295,520
296,490
296,455
296,514
296,562
296,368
297,299
297,319
297,523
298,353
298,506
298,406
298,326
298,520
298,496
299,319
299,474
300,472
300,365
300,352
300,702
301,363
302,348
302,506
302,349
302,406
302,326
303,630
303,697
304,518
304,592
305,632
305,399
305,646
306,623
306,625
307,566
308,713
308,430
308,639
308,488
308,603
309,430
309,472
309,601
309,625
309,454
310,351
310,574
310,441
310,436
310,629
310,400
311,704
311,621
311,356
311,564
312,665
312,544
312,422
313,331
313,534
313,374
313,380
314,515
314,355
314,523
314,580
315,482
315,621
316,689
316,465
316,374
317,377
317,378
317,357
317,459
317,341
318,328
318,649
318,635
319,474
320,330
320,395
320,607
321,378
321,448
321,375
321,433
321,690
321,612
321,637
322,487
322,537
322,590
323,405
323,489
323,468
323,682
324,471
324,387
325,697
325,620
326,574
326,406
326,572
327,499
327,726
327,529
327,711
328,361
328,582
329,491
329,332
329,511
329,531
329,553
330,503
330,563
330,607
331,380
331,340
331,689
331,611
331,374
331,585
332,411
332,644
332,554
332,511
332,531
333,677
333,419
333,678
333,668
333,533
333,707
334,687
334,396
335,503
335,688
335,466
335,608
335,390
336,555
336,392
337,680
337,627
337,457
337,493
338,362
339,393
339,392
340,477
340,611
340,449
340,380
341,377
341,357
342,396
342,504
342,343
343,529
344,634
344,431
344,522
345,369
346,578
346,685
346,596
346,567
347,565
347,543
347,481
348,530
349,434
349,506
349,615
349,485
350,561
350,416
351,655
351,660
351,561
351,629
352,547
352,546
352,702
352,654
353,496
353,536
354,575
355,582
355,457
355,643
355,580
356,467
356,418
356,575
356,564
357,435
357,510
357,459
357,621
357,674
358,557
358,473
358,531
359,655
359,561
359,597
360,457
360,627
361,526
361,582
361,600
361,366
361,535
361,643
361,384
362,493
362,522
363,543
363,565
364,466
364,484
364,566
365,642
365,583
366,384
366,535
366,428
367,665
367,724
367,641
367,516
367,705
368,415
368,514
368,577
368,490
368,373
369,628
370,538
370,594
370,706
370,679
371,694
371,446
371,528
371,421
371,447
372,669
372,706
372,703
372,679
373,577
373,507
374,465
374,425
374,534
374,689
374,432
375,460
375,377
375,378
376,405
376,386
376,712
376,420
376,456
377,378
378,690
379,670
379,677
380,662
380,611
381,492
381,671
382,482
382,606
382,617
383,439
383,404
383,432
384,526
384,428
384,614
384,725
384,590
385,676
385,497
385,678
386,405
388,534
388,685
388,596
389,592
389,696
389,556
