districtid,weekid,statemean,statestdev
101,1,0,0.0
101,2,0,0.0
101,3,0,0.0
101,4,0,0.0
101,5,0,0.0
101,6,0,0.0
101,7,13.67,53.18
101,8,13.14,41.47
101,9,26.14,89.61
101,10,31,88.34
101,11,29.8,78.72
101,12,26.2,59.31
101,13,27.69,70.1
101,14,21.22,55.39
101,15,24.33,53.52
101,16,32.14,67.73
101,17,50.75,100.6
101,18,89.1,160.79
101,19,100.63,178.92
101,20,111.24,214.38
101,21,108.45,198.97
101,22,122.39,202.98
101,23,145.16,240.11
101,24,176.14,273.19
101,25,215,350.52
102,1,0,0.0
102,2,0,0.0
102,3,0,0.0
102,4,0,0.0
102,5,0,0.0
102,6,0,0.0
102,7,6.08,11.42
102,8,9.18,18.74
102,9,11.11,14.13
102,10,23.24,21.74
102,11,22.35,19.25
102,12,31.59,33.77
102,13,39.61,49.17
102,14,52.76,70.13
102,15,58.99,102.13
102,16,66.53,107.56
102,17,113.85,172.99
102,18,160.09,215.02
102,19,223.97,316.22
102,20,339.04,389.11
102,21,388.72,539.81
102,22,429.81,608.72
102,23,435.14,607.54
102,24,496,635.03
102,25,537.57,747.51
103,1,0,0.0
103,2,0,0.0
103,3,0,0.0
103,4,0,0.0
103,5,0,0.0
103,6,0,0.0
103,7,12.22,28.16
103,8,23.28,43.81
103,9,18.38,40.83
103,10,25.59,48.04
103,11,24.97,57.88
103,12,36.34,91.02
103,13,34.59,89.23
103,14,43.25,105.78
103,15,72.62,206.76
103,16,98.66,255.65
103,17,138.16,323.08
103,18,162.78,320.15
103,19,183.44,339.74
103,20,209.47,342.17
103,21,197.41,309.34
103,22,205.41,312.79
103,23,212.69,318.43
103,24,220.25,342.11
103,25,248.41,375.12
104,1,0,0.0
104,2,0,0.0
104,3,0,0.0
104,4,0,0.0
104,5,0,0.0
104,6,0,0.0
104,7,124.12,498.59
104,8,232.53,782.83
104,9,307.65,1000.85
104,10,484.62,1764.51
104,11,527.38,1694.92
104,12,520.94,1585.3
104,13,633.53,1781.28
104,14,693.15,1771.25
104,15,908.91,2236.58
104,16,1197.71,2824.41
104,17,1358.47,3091.96
104,18,1583.41,3464.55
104,19,1874.47,4116.94
104,20,1849.47,3596.43
104,21,1999.62,3412.68
104,22,2283.06,3361.13
104,23,2461.76,3785.31
104,24,2603.35,4059.54
104,25,3385.35,4800.15
105,1,0,0.0
105,2,0,0.0
105,3,0,0.0
105,4,0,0.0
105,5,0,0.0
105,6,0,0.0
105,7,0,0.0
105,8,0,0.0
105,9,0,0.0
105,10,0,0.0
105,11,0,0.0
105,12,0.43,0.73
105,13,10.57,13.62
105,14,3.57,2.87
105,15,0.57,0.49
105,16,1.86,3.0
105,17,3,3.02
105,18,3.14,2.8
105,19,1.57,2.72
105,20,0.43,0.9
105,21,7.14,9.51
105,22,10.71,20.37
105,23,10.57,19.13
105,24,4.29,5.42
105,25,3,4.07
106,1,0,0.0
106,2,0,0.0
106,3,0,0.0
106,4,0,0.0
106,5,0,0.0
106,6,0,0.0
106,7,16.97,48.76
106,8,26.44,62.01
106,9,37.41,71.25
106,10,54.34,69.26
106,11,56.84,72.85
106,12,52.44,85.04
106,13,61.88,99.95
106,14,65.28,87.94
106,15,72.94,97.54
106,16,75.66,81.53
106,17,123.69,165.59
106,18,138.66,194.9
106,19,197.16,293.75
106,20,232.5,308.84
106,21,234.69,273.5
106,22,251.66,275.33
106,23,268.84,331.7
106,24,280.5,410.11
106,25,313.28,442.09
107,1,0,0.0
107,2,0,0.0
107,3,0,0.0
107,4,0,0.0
107,5,0,0.0
107,6,0,0.0
107,7,123.71,498.68
107,8,230.29,783.33
107,9,305.26,1001.45
107,10,480.59,1765.46
107,11,522.62,1696.07
107,12,517.74,1586.08
107,13,628.15,1782.77
107,14,689.15,1772.57
107,15,904.32,2238.15
107,16,1196.12,2824.97
107,17,1360.26,3091.32
107,18,1590.53,3461.94
107,19,1913.09,4108.24
107,20,1910.53,3587.41
107,21,2088.12,3405.77
107,22,2391.68,3355.47
107,23,2555.44,3768.24
107,24,2703.5,4043.97
107,25,3497.24,4776.94
108,1,0,0.0
108,2,0,0.0
108,3,0,0.0
108,4,0,0.0
108,5,0,0.0
108,6,0,0.0
108,7,2.38,2.24
108,8,0.46,0.93
108,9,6.15,6.05
108,10,15.08,13.11
108,11,30.08,23.01
108,12,42.85,21.4
108,13,42.62,28.48
108,14,45.62,19.17
108,15,71.08,35.0
108,16,80.31,47.24
108,17,154.69,108.2
108,18,297.85,277.33
108,19,456.92,313.38
108,20,483.77,287.73
108,21,590.46,493.4
108,22,696.77,563.05
108,23,955.77,833.44
108,24,1080.77,657.51
108,25,947.23,556.23
109,1,0,0.0
109,2,0,0.0
109,3,0,0.0
109,4,0,0.0
109,5,0,0.0
109,6,0,0.0
109,7,7.92,21.39
109,8,11.78,29.55
109,9,11.81,15.35
109,10,23.03,21.51
109,11,22.43,19.27
109,12,31.92,33.97
109,13,39.8,49.31
109,14,52.93,70.26
109,15,58.31,102.02
109,16,65.99,107.38
109,17,113.35,172.94
109,18,159.2,215.14
109,19,222.8,316.4
109,20,337.54,389.36
109,21,384.55,539.87
109,22,425.54,609.09
109,23,429.18,607.7
109,24,488.38,633.99
109,25,530.84,745.33
110,1,0,0.0
110,2,0,0.0
110,3,0,0.0
110,4,0,0.0
110,5,0,0.0
110,6,0,0.0
110,7,0,0.0
110,8,62.86,161.12
110,9,35.73,81.52
110,10,39.27,80.89
110,11,74.91,102.15
110,12,117.86,155.37
110,13,133,185.27
110,14,124,221.43
110,15,143.18,223.91
110,16,205.09,359.13
110,17,327.95,578.74
110,18,533.32,881.81
110,19,733.68,1212.43
110,20,739.23,1194.93
110,21,890.86,1223.98
110,22,931.82,1141.8
110,23,991.68,1091.28
110,24,934.82,992.52
110,25,916.32,983.0
111,1,0,0.0
111,2,0,0.0
111,3,0,0.0
111,4,0,0.0
111,5,0,0.0
111,6,0,0.0
111,7,13.69,53.18
111,8,13.16,41.46
111,9,26.14,89.61
111,10,31,88.34
111,11,29.8,78.72
111,12,26.22,59.3
111,13,27.71,70.09
111,14,21.24,55.39
111,15,24.33,53.52
111,16,32.04,67.77
111,17,50.82,100.57
111,18,88.84,160.89
111,19,100.04,179.1
111,20,110.27,214.7
111,21,108.16,199.1
111,22,121.53,203.26
111,23,143.84,240.55
111,24,173.67,273.96
111,25,212.45,351.31
112,1,0,0.0
112,2,0,0.0
112,3,0,0.0
112,4,0,0.0
112,5,0,0.0
112,6,0,0.0
112,7,0.67,1.55
112,8,0.67,1.65
112,9,1.92,3.3
112,10,12.33,18.06
112,11,38.92,45.91
112,12,43.83,45.0
112,13,40.08,49.51
112,14,37.75,37.83
112,15,37.58,30.94
112,16,23.83,30.37
112,17,26.25,35.56
112,18,70.75,95.4
112,19,136,185.4
112,20,120.33,134.11
112,21,161.58,171.54
112,22,206.92,273.16
112,23,215.33,218.43
112,24,324.75,331.98
112,25,431.33,408.51
113,1,0,0.0
113,2,0,0.0
113,3,0,0.0
113,4,0,0.0
113,5,0,0.0
113,6,0,0.0
113,7,18.16,48.89
113,8,27.59,62.02
113,9,38.34,71.12
113,10,54.94,68.97
113,11,58.19,72.33
113,12,52.38,85.06
113,13,58.25,98.12
113,14,63.41,88.03
113,15,70.47,97.24
113,16,72.09,78.76
113,17,114.31,154.46
113,18,131,183.67
113,19,176.84,248.66
113,20,205.91,241.66
113,21,218.84,239.35
113,22,247.81,270.23
113,23,261.44,321.79
113,24,268.62,400.01
113,25,305.19,436.18
114,1,0,0.0
114,2,0,0.0
114,3,0,0.0
114,4,0,0.0
114,5,0,0.0
114,6,0,0.0
114,7,3.76,9.12
114,8,12.95,21.24
114,9,10.05,17.0
114,10,10.62,17.28
114,11,37.33,89.54
114,12,95.19,214.81
114,13,129,308.19
114,14,160.62,311.02
114,15,150.67,292.42
114,16,146.29,256.24
114,17,185.57,244.57
114,18,220.38,280.9
114,19,219.1,278.58
114,20,229.33,294.24
114,21,223.38,240.92
114,22,243.86,205.15
114,23,301.43,207.09
114,24,387.62,241.12
114,25,547.52,358.21
115,1,0,0.0
115,2,0,0.0
115,3,0,0.0
115,4,0,0.0
115,5,0,0.0
115,6,0,0.0
115,7,8.3,21.5
115,8,11.97,29.51
115,9,11.88,15.34
115,10,23.38,21.81
115,11,22.41,19.26
115,12,32.15,33.96
115,13,40.51,49.36
115,14,54.15,70.29
115,15,59.55,101.95
115,16,67.43,107.4
115,17,115.28,172.54
115,18,161.26,214.44
115,19,225.47,315.51
115,20,340.8,388.26
115,21,390.09,539.26
115,22,430.73,608.35
115,23,435.85,607.22
115,24,498.09,634.11
115,25,542.8,746.07
116,1,0,0.0
116,2,0,0.0
116,3,0,0.0
116,4,0,0.0
116,5,0,0.0
116,6,0,0.0
116,7,8.3,21.5
116,8,11.91,29.54
116,9,11.81,15.35
116,10,23.45,21.82
116,11,21.51,17.47
116,12,31.59,33.77
116,13,40.47,49.38
116,14,53.65,70.47
116,15,59.43,102.01
116,16,67.47,107.38
116,17,115.05,172.67
116,18,161.09,214.55
116,19,225.18,315.7
116,20,340.78,388.27
116,21,389.82,539.39
116,22,429.95,608.67
116,23,435.8,607.25
116,24,496.97,634.67
116,25,540.89,746.92
117,1,0,0.0
117,2,0,0.0
117,3,0,0.0
117,4,0,0.0
117,5,0,0.0
117,6,0,0.0
117,7,123.97,498.62
117,8,231.56,783.08
117,9,307.41,1000.91
117,10,483.03,1764.92
117,11,526.76,1695.1
117,12,521.12,1585.26
117,13,633.5,1781.29
117,14,691.88,1771.7
117,15,908.18,2236.86
117,16,1198.82,2824.0
117,17,1361.65,3090.79
117,18,1586.79,3463.37
117,19,1908.82,4109.83
117,20,1904.24,3590.02
117,21,2077.53,3410.83
117,22,2380.35,3361.8
117,23,2540,3776.66
117,24,2690.76,4050.76
117,25,3489.85,4781.3
118,1,0,0.0
118,2,0,0.0
118,3,0,0.0
118,4,0,0.0
118,5,0,0.0
118,6,0,0.0
118,7,54.78,236.46
118,8,85.69,346.04
118,9,99.72,451.62
118,10,83.53,322.1
118,11,83.56,327.78
118,12,101.38,367.84
118,13,107.38,410.6
118,14,113.31,399.43
118,15,125.22,350.96
118,16,142.75,346.43
118,17,174.78,372.13
118,18,199.03,370.45
118,19,223.59,396.47
118,20,239.53,377.94
118,21,226.28,345.34
118,22,232.31,349.02
118,23,242.81,360.18
118,24,251.34,378.67
118,25,279.12,407.97
119,1,0,0.0
119,2,0,0.0
119,3,0,0.0
119,4,0,0.0
119,5,0,0.0
119,6,0,0.0
119,7,15.29,18.99
119,8,40.24,36.25
119,9,8.14,11.53
119,10,3.9,7.39
119,11,6.29,8.04
119,12,10.57,11.96
119,13,18.14,24.23
119,14,35.05,53.43
119,15,47,60.52
119,16,46.52,66.31
119,17,65.95,96.16
119,18,96.19,129.56
119,19,125.05,139.4
119,20,188.52,228.15
119,21,261.38,333.0
119,22,317.05,384.12
119,23,482.57,530.64
119,24,457.48,392.98
119,25,468.9,401.78
120,1,0,0.0
120,2,0,0.0
120,3,0,0.0
120,4,0,0.0
120,5,0,0.0
120,6,0,0.0
120,7,8.23,21.51
120,8,11.95,29.52
120,9,11.93,15.31
120,10,23.65,21.75
120,11,22.51,19.26
120,12,32.36,33.85
120,13,40.61,49.31
120,14,53.88,70.42
120,15,59.38,102.03
120,16,67.27,107.47
120,17,114.53,172.89
120,18,160,215.04
120,19,225.19,315.69
120,20,338.41,389.27
120,21,388.85,539.77
120,22,429.58,608.8
120,23,434.64,607.72
120,24,496.23,634.96
120,25,541.22,746.8
121,1,0,0.0
121,2,0,0.0
121,3,0,0.0
121,4,0,0.0
121,5,0,0.0
121,6,0,0.0
121,7,54,236.59
121,8,85.59,346.06
121,9,99.59,451.65
121,10,83.38,322.14
121,11,83.44,327.81
121,12,101.25,367.88
121,13,107.16,410.65
121,14,113.16,399.46
121,15,124.44,351.16
121,16,142.22,346.58
121,17,174.59,372.2
121,18,199.59,370.25
121,19,224.34,396.17
121,20,242.47,377.04
121,21,228.81,344.53
121,22,237.78,347.63
121,23,247.16,359.0
121,24,254.47,377.51
121,25,282.56,406.75
122,1,0,0.0
122,2,0,0.0
122,3,0,0.0
122,4,0,0.0
122,5,0,0.0
122,6,0,0.0
122,7,34.17,47.62
122,8,28.92,36.89
122,9,23.5,25.06
122,10,15.67,11.68
122,11,38.67,36.2
122,12,48.25,30.4
122,13,71.33,45.43
122,14,138.42,100.1
122,15,245.17,145.06
122,16,355.75,203.91
122,17,684.92,302.64
122,18,1329.08,771.2
122,19,3298.08,1622.84
122,20,4558.33,2235.02
122,21,4950.75,1880.29
122,22,4923.25,1836.24
122,23,4834.92,1702.49
122,24,5317.92,1664.4
122,25,5673.33,1662.33
123,1,0,0.0
123,2,0,0.0
123,3,0,0.0
123,4,0,0.0
123,5,0,0.0
123,6,0,0.0
123,7,4.84,7.41
123,8,7.74,8.9
123,9,12.89,22.07
123,10,17.79,20.87
123,11,38.42,29.74
123,12,55.47,41.34
123,13,69.05,66.66
123,14,44.74,38.97
123,15,57.37,63.41
123,16,62.95,66.77
123,17,97.16,119.99
123,18,146.89,212.47
123,19,209.89,250.93
123,20,184.58,276.22
123,21,168.84,200.4
123,22,179.16,190.63
123,23,193.05,235.22
123,24,218.95,276.86
123,25,296.89,448.02
124,1,0,0.0
124,2,0,0.0
124,3,0,0.0
124,4,0,0.0
124,5,0,0.0
124,6,0,0.0
124,7,1.97,5.66
124,8,6.17,21.23
124,9,13.21,31.92
124,10,18.21,25.79
124,11,18.76,17.65
124,12,32.97,40.0
124,13,27.48,33.01
124,14,35.52,40.08
124,15,59.1,89.8
124,16,76.38,156.76
124,17,134.03,288.54
124,18,142.83,306.49
124,19,249.14,536.16
124,20,323.24,505.15
124,21,366.62,434.4
124,22,444.21,452.65
124,23,629.83,600.21
124,24,765.34,829.29
124,25,757.55,948.03
125,1,0,0.0
125,2,0,0.0
125,3,0,0.0
125,4,0,0.0
125,5,0,0.0
125,6,0,0.0
125,7,0,0.0
125,8,0,0.0
125,9,0,0.0
125,10,0,0.0
125,11,0.12,0.44
125,12,1.71,5.97
125,13,1.79,5.52
125,14,1.96,4.49
125,15,1.75,4.05
125,16,3.25,9.71
125,17,3.42,9.94
125,18,12.88,43.23
125,19,19.83,63.87
125,20,22.83,41.67
125,21,18.46,25.27
125,22,21.29,29.51
125,23,23.29,33.31
125,24,27,40.17
125,25,42.96,70.61
126,1,0,0.0
126,2,0,0.0
126,3,0,0.0
126,4,0,0.0
126,5,0,0.0
126,6,0,0.0
126,7,13.65,53.19
126,8,13.14,41.47
126,9,26.14,89.61
126,10,31,88.34
126,11,29.76,78.74
126,12,25.86,59.4
126,13,27.65,70.11
126,14,21.18,55.41
126,15,24.33,53.52
126,16,32.14,67.73
126,17,50.88,100.54
126,18,89.37,160.65
126,19,100.57,178.94
126,20,111.47,214.27
126,21,108.47,198.96
126,22,122.43,202.96
126,23,144,240.52
126,24,173.45,273.98
126,25,213.57,351.08
127,1,0,0.0
127,2,0,0.0
127,3,0,0.0
127,4,0,0.0
127,5,0,0.0
127,6,0,0.0
127,7,5.46,8.81
127,8,3.51,3.35
127,9,15.27,11.59
127,10,32.84,25.59
127,11,30.7,16.49
127,12,33.32,22.22
127,13,39,24.88
127,14,32.41,19.53
127,15,39.57,34.09
127,16,66.49,66.53
127,17,95.92,121.91
127,18,266.14,311.88
127,19,303.38,375.23
127,20,483.49,530.6
127,21,564.59,519.82
127,22,683.14,575.6
127,23,474.81,390.53
127,24,337.89,314.19
127,25,329.81,273.29
128,1,0,0.0
128,2,0,0.0
128,3,0,0.0
128,4,0,0.0
128,5,0,0.0
128,6,0,0.0
128,7,54.75,236.46
128,8,84.06,346.32
128,9,99.56,451.65
128,10,82.97,322.23
128,11,83.38,327.82
128,12,101.19,367.89
128,13,107.12,410.66
128,14,112.91,399.52
128,15,125.06,351.01
128,16,142.91,346.38
128,17,175.16,371.98
128,18,200.97,369.66
128,19,225.28,395.74
128,20,244.34,376.07
128,21,230.69,343.54
128,22,238.97,346.96
128,23,248.81,358.08
128,24,255.28,377.06
128,25,283.38,406.32
129,1,0,0.0
129,2,0,0.0
129,3,0,0.0
129,4,0,0.0
129,5,0,0.0
129,6,0,0.0
129,7,25.53,126.98
129,8,105.31,361.32
129,9,114.66,511.75
129,10,142.25,643.01
129,11,160,691.7
129,12,253.41,1213.3
129,13,352.88,1636.74
129,14,393.88,1586.76
129,15,610.44,2073.23
129,16,826.25,2549.61
129,17,771.84,1656.15
129,18,896.94,1467.63
129,19,1122.09,1564.95
129,20,1213.97,1338.57
129,21,1051.41,1280.14
129,22,1087.69,1306.53
129,23,1122.22,1507.82
129,24,1172.41,1586.18
129,25,1159.56,1392.25
130,1,0,0.0
130,2,0,0.0
130,3,0,0.0
130,4,0,0.0
130,5,0,0.0
130,6,0,0.0
130,7,5.51,8.78
130,8,3.41,3.4
130,9,15.22,11.65
130,10,32.57,25.87
130,11,31.05,16.44
130,12,33.97,21.85
130,13,38.97,24.9
130,14,32.24,19.65
130,15,39.65,34.03
130,16,66.51,66.51
130,17,95.78,121.98
130,18,265.97,311.97
130,19,302.84,375.47
130,20,486.41,529.31
130,21,569.81,517.04
130,22,699.97,570.93
130,23,481.54,387.63
130,24,349.68,312.77
130,25,345.54,278.67
131,1,0,0.0
131,2,0,0.0
131,3,0,0.0
131,4,0,0.0
131,5,0,0.0
131,6,0,0.0
131,7,13.67,53.18
131,8,13.16,41.46
131,9,26.12,89.62
131,10,30.84,88.38
131,11,29.76,78.74
131,12,26.2,59.31
131,13,27.16,70.2
131,14,21.22,55.39
131,15,24.31,53.53
131,16,32.04,67.77
131,17,50.69,100.62
131,18,89.16,160.76
131,19,101.14,178.68
131,20,111.37,214.32
131,21,108.25,199.06
131,22,122.57,202.9
131,23,145.37,240.0
131,24,175.94,273.29
131,25,214.29,350.83
132,1,0,0
132,2,0,0
132,3,0,0
132,4,0,0
132,5,0,0
132,6,0,0
132,7,0,0
132,8,0,0
132,9,0,0
132,10,0,0
132,11,0,0
132,12,0,0
132,13,0,0
132,14,0,0
132,15,0,0
132,16,0,0
132,17,0,0
132,18,0,0
132,19,0,0
132,20,0,0
132,21,0,0
132,22,0,0
132,23,0,0
132,24,0,0
132,25,0,0
133,1,0,0.0
133,2,0,0.0
133,3,0,0.0
133,4,0,0.0
133,5,0,0.0
133,6,0,0.0
133,7,8.3,21.5
133,8,11.93,29.53
133,9,11.89,15.33
133,10,23.72,21.7
133,11,22.66,19.18
133,12,32.32,33.88
133,13,40.53,49.35
133,14,53.88,70.42
133,15,59.42,102.01
133,16,67.58,107.32
133,17,115.22,172.58
133,18,161.05,214.58
133,19,223.92,316.23
133,20,340.49,388.45
133,21,389.26,539.63
133,22,430.81,608.31
133,23,434.42,607.79
133,24,498.12,634.1
133,25,540.77,746.96
134,1,0,0.0
134,2,0,0.0
134,3,0,0.0
134,4,0,0.0
134,5,0,0.0
134,6,0,0.0
134,7,5.35,8.83
134,8,3.35,3.37
134,9,15.11,11.74
134,10,32.16,26.08
134,11,31.14,16.39
134,12,33.76,22.06
134,13,38.35,25.18
134,14,31.59,19.61
134,15,39,34.36
134,16,64.76,66.96
134,17,96.3,121.69
134,18,265.3,312.33
134,19,302.86,375.46
134,20,479.22,531.38
134,21,566.08,519.23
134,22,693.35,575.01
134,23,472.54,390.51
134,24,344.89,315.37
134,25,340.16,280.64
135,1,0,0.0
135,2,0,0.0
135,3,0,0.0
135,4,0,0.0
135,5,0,0.0
135,6,0,0.0
135,7,119.29,498.91
135,8,226.53,783.67
135,9,295.32,1001.83
135,10,474.44,1766.28
135,11,521.29,1696.3
135,12,511.62,1586.93
135,13,614.29,1784.0
135,14,673.29,1774.69
135,15,872.21,2239.89
135,16,1153.15,2828.32
135,17,1315.88,3096.6
135,18,1553.29,3469.94
135,19,1860.65,4116.97
135,20,1847.26,3596.08
135,21,2037.12,3419.55
135,22,2332.88,3373.76
135,23,2495.91,3788.5
135,24,2653.47,4062.57
135,25,3454.5,4796.62
136,1,0,0.0
136,2,0,0.0
136,3,0,0.0
136,4,0,0.0
136,5,0,0.0
136,6,0,0.0
136,7,8.3,21.5
136,8,11.97,29.51
136,9,11.88,15.34
136,10,23.09,21.6
136,11,22.07,18.98
136,12,32.19,33.95
136,13,40.28,49.43
136,14,53.76,70.45
136,15,58.82,102.13
136,16,67.03,107.54
136,17,113.62,172.98
136,18,159,215.13
136,19,223.93,316.23
136,20,335.24,388.91
136,21,387.59,540.06
136,22,427.62,609.19
136,23,431.26,608.14
136,24,489.82,634.71
136,25,535.38,747.3
137,1,0,0.0
137,2,0,0.0
137,3,0,0.0
137,4,0,0.0
137,5,0,0.0
137,6,0,0.0
137,7,8.3,21.5
137,8,11.96,29.52
137,9,11.92,15.32
137,10,23.51,21.81
137,11,21.97,18.81
137,12,31.62,33.8
137,13,40.53,49.35
137,14,54.14,70.3
137,15,59.18,102.09
137,16,66.84,107.57
137,17,114.3,172.95
137,18,160.11,215.01
137,19,223.78,316.27
137,20,336.34,389.25
137,21,383.76,539.61
137,22,425.81,609.13
137,23,431.24,608.14
137,24,494.12,635.41
137,25,539.31,747.34
138,1,0,0.0
138,2,0,0.0
138,3,0,0.0
138,4,0,0.0
138,5,0,0.0
138,6,0,0.0
138,7,3.17,5.5
138,8,5.93,11.87
138,9,9.52,11.53
138,10,29.69,37.91
138,11,33.17,40.4
138,12,78.14,146.99
138,13,55.24,79.48
138,14,63.93,95.48
138,15,109.66,259.46
138,16,329.76,1043.33
138,17,500.03,1525.65
138,18,799.97,2277.12
138,19,1058.41,2449.05
138,20,1301.97,2458.4
138,21,1438.52,2614.68
138,22,1611.76,2734.14
138,23,1754.62,3175.46
138,24,1874.14,3302.18
138,25,2109.83,3554.87
139,1,0,0.0
139,2,0,0.0
139,3,0,0.0
139,4,0,0.0
139,5,0,0.0
139,6,0,0.0
139,7,0.67,1.55
139,8,0.67,1.65
139,9,2,3.27
139,10,12.25,18.09
139,11,41.25,45.08
139,12,45.25,44.2
139,13,39.08,50.16
139,14,41.42,37.97
139,15,39,30.58
139,16,24.25,30.23
139,17,26.92,35.16
139,18,71.42,94.95
139,19,140.17,182.91
139,20,120.92,133.75
139,21,160.25,172.6
139,22,210.33,270.97
139,23,217.42,216.64
139,24,328.08,329.58
139,25,445.83,397.29
140,1,0,0.0
140,2,0,0.0
140,3,0,0.0
140,4,0,0.0
140,5,0,0.0
140,6,0,0.0
140,7,8.27,21.51
140,8,11.92,29.53
140,9,11.91,15.32
140,10,23.74,21.68
140,11,22.58,19.24
140,12,31.97,33.98
140,13,39.86,49.35
140,14,53.59,70.47
140,15,58.91,102.13
140,16,66.72,107.57
140,17,113.74,172.99
140,18,160.54,214.85
140,19,224.72,315.94
140,20,341.36,387.85
140,21,391.24,538.6
140,22,431.59,607.9
140,23,436.86,606.67
140,24,499.09,633.49
140,25,543.59,745.61
141,1,0,0.0
141,2,0,0.0
141,3,0,0.0
141,4,0,0.0
141,5,0,0.0
141,6,0,0.0
141,7,8.23,21.51
141,8,11.86,29.54
141,9,11.76,15.35
141,10,23.35,21.8
141,11,22.53,19.26
141,12,32.26,33.92
141,13,40.59,49.32
141,14,54.2,70.25
141,15,59.57,101.94
141,16,67.55,107.34
141,17,114.88,172.76
141,18,160.89,214.67
141,19,224.7,315.94
141,20,338.69,389.2
141,21,385.93,540.12
141,22,427.84,609.17
141,23,433.12,608.08
141,24,495.15,635.26
141,25,541.39,746.73
142,1,0,0.0
142,2,0,0.0
142,3,0,0.0
142,4,0,0.0
142,5,0,0.0
142,6,0,0.0
142,7,13.69,53.18
142,8,13.16,41.46
142,9,26.14,89.61
142,10,30.94,88.36
142,11,29.73,78.75
142,12,26.22,59.3
142,13,27.61,70.13
142,14,21.14,55.42
142,15,24.27,53.55
142,16,31.88,67.83
142,17,50.63,100.65
142,18,89.2,160.74
142,19,100.49,178.97
142,20,110.92,214.51
142,21,108.08,199.13
142,22,122.55,202.91
142,23,144.84,240.25
142,24,175.63,273.44
142,25,214.55,350.73
143,1,0,0.0
143,2,0,0.0
143,3,0,0.0
143,4,0,0.0
143,5,0,0.0
143,6,0,0.0
143,7,1.9,5.67
143,8,6.62,21.23
143,9,13.28,31.9
143,10,18.1,25.84
143,11,16.9,15.96
143,12,31.55,40.2
143,13,26.93,33.18
143,14,35.72,39.95
143,15,58.72,90.01
143,16,75.97,156.85
143,17,133.72,288.64
143,18,143.21,306.35
143,19,251.07,535.47
143,20,321.24,505.94
143,21,363.66,436.04
143,22,437.38,457.01
143,23,620,605.69
143,24,756.66,833.96
143,25,761.07,946.26
144,1,0,0.0
144,2,0,0.0
144,3,0,0.0
144,4,0,0.0
144,5,0,0.0
144,6,0,0.0
144,7,1.62,5.46
144,8,5.86,21.06
144,9,11.21,30.73
144,10,17.45,25.87
144,11,18.34,17.8
144,12,31.66,40.24
144,13,27.31,33.1
144,14,33.52,39.6
144,15,57.34,90.36
144,16,75.62,156.9
144,17,131.28,289.06
144,18,138.79,307.14
144,19,246.97,536.68
144,20,319.79,506.37
144,21,358.48,437.44
144,22,427.66,457.92
144,23,603.97,604.33
144,24,747.21,835.94
144,25,743.1,951.21
145,1,0,0.0
145,2,0,0.0
145,3,0,0.0
145,4,0,0.0
145,5,0,0.0
145,6,0,0.0
145,7,3.38,5.49
145,8,6.59,12.16
145,9,10.1,11.62
145,10,29.38,38.06
145,11,32.72,40.68
145,12,78.34,146.89
145,13,51.24,78.78
145,14,56.83,90.94
145,15,103.52,258.79
145,16,313.72,1043.74
145,17,489.72,1526.86
145,18,782.76,2279.42
145,19,1039.1,2450.41
145,20,1213.24,2436.03
145,21,1361.93,2590.89
145,22,1517.52,2703.47
145,23,1671.86,3161.02
145,24,1790.52,3296.34
145,25,2044.83,3557.86
146,1,0,0.0
146,2,0,0.0
146,3,0,0.0
146,4,0,0.0
146,5,0,0.0
146,6,0,0.0
146,7,8.3,21.5
146,8,11.97,29.51
146,9,11.82,15.35
146,10,23.7,21.71
146,11,22.38,19.26
146,12,32.31,33.89
146,13,40.62,49.3
146,14,54.16,70.28
146,15,59.23,102.08
146,16,66.78,107.57
146,17,112.55,172.63
146,18,156.76,214.05
146,19,218.41,314.15
146,20,335.04,388.82
146,21,383.95,539.68
146,22,424.07,608.7
146,23,431.07,608.12
146,24,494.22,635.4
146,25,540.03,747.18
147,1,0,0.0
147,2,0,0.0
147,3,0,0.0
147,4,0,0.0
147,5,0,0.0
147,6,0,0.0
147,7,0.23,1.15
147,8,0.62,2.04
147,9,0.23,0.97
147,10,4.96,6.17
147,11,8.69,14.6
147,12,17.65,22.22
147,13,24.08,28.26
147,14,22.35,27.7
147,15,18.31,22.94
147,16,20.85,29.94
147,17,28,44.2
147,18,50.81,94.31
147,19,73.96,161.97
147,20,85.35,204.11
147,21,92.42,179.67
147,22,120.42,231.98
147,23,194.35,375.99
147,24,324.15,602.59
147,25,540.19,1000.6
148,1,0,0.0
148,2,0,0.0
148,3,0,0.0
148,4,0,0.0
148,5,0,0.0
148,6,0,0.0
148,7,0.23,1.15
148,8,0.62,2.04
148,9,0.31,1.03
148,10,5,6.24
148,11,8.73,14.59
148,12,15.38,18.92
148,13,22.58,28.46
148,14,19.88,26.44
148,15,17.12,23.05
148,16,20.73,29.98
148,17,26.46,44.24
148,18,51.04,94.22
148,19,73.5,162.14
148,20,82.96,204.62
148,21,90.27,180.27
148,22,119.46,232.24
148,23,196.08,375.52
148,24,320.58,603.74
148,25,541.27,1000.35
149,1,0,0.0
149,2,0,0.0
149,3,0,0.0
149,4,0,0.0
149,5,0,0.0
149,6,0,0.0
149,7,0.23,1.15
149,8,0.62,2.04
149,9,0.31,1.03
149,10,5.54,6.47
149,11,8.35,14.55
149,12,18.27,21.97
