districtid,weekid,statemean,statestdev
556,15,39.03,34.35
556,16,66.35,66.63
556,17,95.38,122.14
556,18,264.92,312.51
556,19,297.81,376.34
556,20,479.11,531.39
556,21,559.7,520.6
556,22,684.24,575.87
556,23,466.89,388.28
556,24,338.95,314.75
556,25,333.59,277.71
557,1,0,0.0
557,2,0,0.0
557,3,0,0.0
557,4,0,0.0
557,5,0,0.0
557,6,0,0.0
557,7,0,0.0
557,8,62.86,161.12
557,9,35.73,81.52
557,10,39.27,80.89
557,11,75.05,102.06
557,12,115.45,156.64
557,13,133.45,185.01
557,14,128.64,219.92
557,15,144.55,223.13
557,16,204.91,359.23
557,17,327.55,578.97
557,18,534.05,881.38
557,19,732.64,1213.03
557,20,741.91,1193.51
557,21,899.09,1218.95
557,22,935.68,1139.56
557,23,999.05,1086.34
557,24,938.5,991.13
557,25,933.86,976.87
558,1,0,0.0
558,2,0,0.0
558,3,0,0.0
558,4,0,0.0
558,5,0,0.0
558,6,0,0.0
558,7,8.28,21.5
558,8,11.93,29.53
558,9,11.91,15.32
558,10,23.62,21.77
558,11,22.62,19.21
558,12,32.43,33.8
558,13,40.3,49.43
558,14,54.09,70.32
558,15,59.55,101.95
558,16,67.42,107.41
558,17,114.97,172.71
558,18,160.43,214.9
558,19,224,316.21
558,20,339.09,389.09
558,21,389.11,539.68
558,22,430.05,608.63
558,23,435.74,607.28
558,24,496.39,634.9
558,25,540.76,746.96
559,1,0,0.0
559,2,0,0.0
559,3,0,0.0
559,4,0,0.0
559,5,0,0.0
559,6,0,0.0
559,7,3.38,5.49
559,8,6.66,12.13
559,9,10.21,11.54
559,10,27.62,37.5
559,11,30.86,40.26
559,12,70.86,144.8
559,13,54.69,79.74
559,14,62.93,95.82
559,15,110.07,259.35
559,16,328.62,1043.61
559,17,501.93,1525.2
559,18,798,2277.58
559,19,1058.03,2449.12
559,20,1294.28,2460.27
559,21,1434.69,2615.09
559,22,1603.76,2735.34
559,23,1761.03,3173.87
559,24,1865.83,3304.44
559,25,2099.17,3557.8
560,1,0,0.0
560,2,0,0.0
560,3,0,0.0
560,4,0,0.0
560,5,0,0.0
560,6,0,0.0
560,7,123.74,498.67
560,8,228.65,783.56
560,9,302.47,1001.91
560,10,478.68,1765.79
560,11,515.91,1696.89
560,12,512.5,1586.85
560,13,623.97,1783.54
560,14,676.09,1774.68
560,15,877.91,2240.76
560,16,1141.91,2825.42
560,17,1295.26,3091.48
560,18,1512.97,3462.82
560,19,1826.71,4110.14
560,20,1835.38,3593.36
560,21,2015.21,3417.29
560,22,2304,3369.59
560,23,2468.12,3786.72
560,24,2623.03,4063.31
560,25,3372.59,4796.99
561,1,0,0.0
561,2,0,0.0
561,3,0,0.0
561,4,0,0.0
561,5,0,0.0
561,6,0,0.0
561,7,0.23,1.15
561,8,0.62,2.04
561,9,0.31,1.03
561,10,5.23,6.49
561,11,8.77,14.58
561,12,17.08,22.04
561,13,23.42,28.61
561,14,21.65,27.95
561,15,17.38,23.17
561,16,20.23,30.01
561,17,27.69,44.32
561,18,50.85,94.3
561,19,73.08,162.26
561,20,84.58,204.35
561,21,89.12,180.31
561,22,112.42,230.89
561,23,186.27,375.38
561,24,302.88,601.03
561,25,519.42,999.33
562,1,0,0.0
562,2,0,0.0
562,3,0,0.0
562,4,0,0.0
562,5,0,0.0
562,6,0,0.0
562,7,0.23,1.15
562,8,0.58,2.04
562,9,0.31,1.03
562,10,5.54,6.47
562,11,8.73,14.59
562,12,17.5,22.21
562,13,20.46,24.89
562,14,19.85,26.37
562,15,15.81,21.19
562,16,15.38,14.84
562,17,19.54,19.82
562,18,32.69,34.97
562,19,41.15,38.73
562,20,45.04,62.82
562,21,57,63.47
562,22,75.54,79.25
562,23,124.31,142.06
562,24,204.88,192.44
562,25,352.77,367.32
563,1,0,0.0
563,2,0,0.0
563,3,0,0.0
563,4,0,0.0
563,5,0,0.0
563,6,0,0.0
563,7,13.12,53.16
563,8,13.02,41.5
563,9,26.12,89.62
563,10,30.96,88.35
563,11,29.78,78.73
563,12,26.2,59.31
563,13,27.43,70.17
563,14,21.08,55.43
563,15,23.98,53.62
563,16,32.08,67.76
563,17,50.88,100.54
563,18,88.92,160.86
563,19,99,179.17
563,20,109.9,214.77
563,21,107.2,199.37
563,22,121.86,203.17
563,23,143.86,240.55
563,24,175.2,273.62
563,25,213.9,350.97
564,1,0,0.0
564,2,0,0.0
564,3,0,0.0
564,4,0,0.0
564,5,0,0.0
564,6,0,0.0
564,7,13.69,53.18
564,8,13.16,41.46
564,9,26.14,89.61
564,10,30.96,88.35
564,11,29.69,78.76
564,12,25.98,59.38
564,13,27.25,70.2
564,14,20.86,55.46
564,15,23.88,53.63
564,16,31.82,67.84
564,17,50.67,100.63
564,18,88.49,160.99
564,19,100.14,179.07
564,20,109.55,214.79
564,21,106.9,199.4
564,22,121.08,203.33
564,23,142.53,240.62
564,24,174.08,273.92
564,25,213.92,350.97
565,1,0,0.0
565,2,0,0.0
565,3,0,0.0
565,4,0,0.0
565,5,0,0.0
565,6,0,0.0
565,7,54.38,236.54
565,8,85.44,346.1
565,9,99.34,451.7
565,10,83.38,322.14
565,11,83.06,327.89
565,12,100.91,367.96
565,13,107.06,410.67
565,14,112.78,399.54
565,15,124.06,351.24
565,16,139.88,346.93
565,17,168.34,372.69
565,18,191.41,370.31
565,19,213.59,395.9
565,20,227.5,373.75
565,21,211.84,338.16
565,22,218.94,340.4
565,23,228.34,351.57
565,24,234.09,369.67
565,25,255.5,390.11
566,1,0,0.0
566,2,0,0.0
566,3,0,0.0
566,4,0,0.0
566,5,0,0.0
566,6,0,0.0
566,7,0.23,1.15
566,8,0.62,2.04
566,9,0.31,1.03
566,10,4.77,5.73
566,11,8.42,14.58
566,12,17.69,22.22
566,13,23,28.62
566,14,19.46,25.58
566,15,15,18.76
566,16,19.04,29.17
566,17,26.62,44.3
566,18,47.81,94.07
566,19,70.92,162.43
566,20,77.69,203.09
566,21,86.62,179.7
566,22,112.92,231.18
566,23,186.27,375.38
566,24,311.38,604.09
566,25,505.19,991.7
567,1,0,0.0
567,2,0,0.0
567,3,0,0.0
567,4,0,0.0
567,5,0,0.0
567,6,0,0.0
567,7,7.53,12.59
567,8,8.95,9.32
567,9,14.95,22.68
567,10,23.32,29.05
567,11,39.74,29.31
567,12,57.95,40.85
567,13,73.58,65.61
567,14,49.84,40.28
567,15,58,63.19
567,16,66.42,66.05
567,17,92.79,119.6
567,18,156.42,212.87
567,19,206.42,251.7
567,20,184.21,276.25
567,21,176.47,199.06
567,22,189.84,187.3
567,23,206.95,232.85
567,24,227.11,274.95
567,25,303.37,446.02
568,1,0,0.0
568,2,0,0.0
568,3,0,0.0
568,4,0,0.0
568,5,0,0.0
568,6,0,0.0
568,7,18.25,48.86
568,8,27.47,62.05
568,9,38.19,71.17
568,10,53.59,69.38
568,11,56.97,72.84
568,12,52.47,85.03
568,13,63.34,99.45
568,14,65.69,87.74
568,15,72.88,97.55
568,16,76.66,81.36
568,17,125.75,165.6
568,18,145.38,196.29
568,19,209.44,296.42
568,20,243.75,311.41
568,21,249.44,276.07
568,22,262.75,279.93
568,23,283.34,335.0
568,24,290.53,409.69
568,25,324.59,442.09
569,1,0,0.0
569,2,0,0.0
569,3,0,0.0
569,4,0,0.0
569,5,0,0.0
569,6,0,0.0
569,7,3.38,5.49
569,8,6.66,12.13
569,9,10.21,11.54
569,10,29.9,37.76
569,11,33.17,40.4
569,12,78.48,146.82
569,13,55.14,79.53
569,14,62.07,95.85
569,15,109.14,259.57
569,16,329.21,1043.47
569,17,500.31,1525.59
569,18,806.83,2275.11
569,19,1072.21,2445.28
569,20,1305.69,2457.23
569,21,1459.97,2609.24
569,22,1632.76,2727.65
569,23,1773.66,3169.61
569,24,1884.86,3298.33
569,25,2123.34,3549.76
570,1,0,0.0
570,2,0,0.0
570,3,0,0.0
570,4,0,0.0
570,5,0,0.0
570,6,0,0.0
570,7,26,126.93
570,8,112.5,361.56
570,9,117.22,511.4
570,10,141.72,643.11
570,11,159.59,691.79
570,12,253.25,1213.33
570,13,352.09,1636.9
570,14,390.38,1587.45
570,15,599.97,2075.22
570,16,806.38,2553.43
570,17,758.12,1660.31
570,18,883.47,1472.8
570,19,1107.88,1571.37
570,20,1207.97,1342.89
570,21,1051.5,1280.09
570,22,1090.75,1304.96
570,23,1124.06,1506.96
570,24,1175.44,1584.63
570,25,1165.44,1388.85
571,1,0,0.0
571,2,0,0.0
571,3,0,0.0
571,4,0,0.0
571,5,0,0.0
571,6,0,0.0
571,7,7.53,12.59
571,8,8.95,9.32
571,9,14.11,22.88
571,10,22.21,29.32
571,11,38.26,29.71
571,12,55.11,41.16
571,13,72.84,66.2
571,14,49.68,40.44
571,15,59.16,62.47
571,16,66.79,65.76
571,17,99.05,119.16
571,18,156.74,212.74
571,19,208.05,251.46
571,20,189.58,274.87
571,21,177.84,198.19
571,22,188.58,188.33
571,23,207.89,232.08
571,24,231.26,272.09
571,25,305.68,444.84
572,1,0,0.0
572,2,0,0.0
572,3,0,0.0
572,4,0,0.0
572,5,0,0.0
572,6,0,0.0
572,7,1.43,5.69
572,8,1.78,4.49
572,9,2.65,4.94
572,10,5.52,6.48
572,11,9.83,16.02
572,12,16.57,22.95
572,13,28.35,28.94
572,14,13.3,23.29
572,15,13.48,13.92
572,16,17.3,24.99
572,17,38.17,40.2
572,18,71.65,75.83
572,19,103.13,163.45
572,20,180.78,193.15
572,21,227.57,265.51
572,22,218.09,253.88
572,23,271.22,355.57
572,24,330.7,378.43
572,25,518.7,701.74
573,1,0,0.0
573,2,0,0.0
573,3,0,0.0
573,4,0,0.0
573,5,0,0.0
573,6,0,0.0
573,7,8.23,21.51
573,8,11.93,29.53
573,9,11.57,15.22
573,10,22.7,20.83
573,11,22.27,19.2
573,12,32.12,33.97
573,13,39.95,49.38
573,14,53.53,70.47
573,15,59.16,102.1
573,16,67.26,107.48
573,17,114.68,172.84
573,18,159.99,215.05
573,19,223.88,316.24
573,20,336.81,389.33
573,21,384.93,539.96
573,22,426.89,609.22
573,23,432.12,608.17
573,24,489.97,634.77
573,25,536.58,747.48
574,1,0,0.0
574,2,0,0.0
574,3,0,0.0
574,4,0,0.0
574,5,0,0.0
574,6,0,0.0
574,7,0.22,0.59
574,8,1.35,4.15
574,9,2.22,4.71
574,10,5.3,6.38
574,11,9.96,16.07
574,12,18.22,24.11
574,13,28.78,28.91
574,14,12.3,23.05
574,15,13.17,14.02
574,16,15.09,23.97
574,17,35.43,37.32
574,18,59.3,45.08
574,19,74.48,90.06
574,20,150.96,143.1
574,21,181.13,166.76
574,22,186.78,206.93
574,23,222.04,275.84
574,24,279.87,271.78
574,25,412.87,416.7
575,1,0,0.0
575,2,0,0.0
575,3,0,0.0
575,4,0,0.0
575,5,0,0.0
575,6,0,0.0
575,7,13.63,53.19
575,8,13.02,41.5
575,9,26.04,89.64
575,10,30.94,88.36
575,11,29.75,78.74
575,12,25.88,59.4
575,13,27.02,70.19
575,14,20.31,55.34
575,15,24.06,53.61
575,16,31.65,67.87
575,17,50.08,100.76
575,18,88.47,161.0
575,19,99.51,179.17
575,20,110.02,214.75
575,21,106.76,199.41
575,22,120.45,203.34
575,23,143.61,240.59
575,24,173.24,273.98
575,25,211.12,351.34
576,1,0,0.0
576,2,0,0.0
576,3,0,0.0
576,4,0,0.0
576,5,0,0.0
576,6,0,0.0
576,7,124.24,498.56
576,8,232.82,782.75
576,9,305.85,1001.32
576,10,483.12,1764.9
576,11,525.5,1695.43
576,12,520.12,1585.53
576,13,633.68,1781.23
576,14,691.62,1771.79
576,15,908.97,2236.56
576,16,1198.18,2824.24
576,17,1361.94,3090.68
576,18,1588.35,3462.79
576,19,1911.62,4108.8
576,20,1912.06,3586.71
576,21,2088.18,3405.73
576,22,2379.26,3362.34
576,23,2544.74,3774.32
576,24,2696.03,4048.12
576,25,3486.59,4783.1
577,1,0,0.0
577,2,0,0.0
577,3,0,0.0
577,4,0,0.0
577,5,0,0.0
577,6,0,0.0
577,7,1.97,5.66
577,8,6.62,21.23
577,9,13.28,31.9
577,10,18.34,25.7
577,11,18.97,17.46
577,12,33.1,39.9
577,13,27.62,32.93
577,14,35.69,39.98
577,15,58.52,90.1
577,16,74.97,156.93
577,17,134.52,288.37
577,18,142.31,306.67
577,19,241.79,536.87
577,20,312.28,506.59
577,21,350,435.75
577,22,429.1,458.18
577,23,599.93,601.97
577,24,713.14,816.23
577,25,750.28,950.46
578,1,0,0.0
578,2,0,0.0
578,3,0,0.0
578,4,0,0.0
578,5,0,0.0
578,6,0,0.0
578,7,7.47,12.62
578,8,8.95,9.32
578,9,14.89,22.71
578,10,23.53,28.9
578,11,40.11,28.98
578,12,58.95,39.78
578,13,74.05,65.13
578,14,49.89,40.23
578,15,59.16,62.47
578,16,67.11,65.48
578,17,99.89,118.6
578,18,159.74,211.0
578,19,214.21,248.61
578,20,190.11,274.62
578,21,176.84,198.84
578,22,188.16,188.63
578,23,204.26,234.59
578,24,230.37,272.82
578,25,304.89,445.27
579,1,0,0.0
579,2,0,0.0
579,3,0,0.0
579,4,0,0.0
579,5,0,0.0
579,6,0,0.0
579,7,13.65,53.19
579,8,13.16,41.46
579,9,25.96,89.65
579,10,30.71,88.41
579,11,29.63,78.78
579,12,26.2,59.31
579,13,27.65,70.11
579,14,21.18,55.41
579,15,24.16,53.59
579,16,31.92,67.81
579,17,50.75,100.6
579,18,88.18,161.06
579,19,100.02,179.1
579,20,108.76,214.75
579,21,106.96,199.4
579,22,121.35,203.29
579,23,143.96,240.53
579,24,175.22,273.61
579,25,212.2,351.33
580,1,0,0.0
580,2,0,0.0
580,3,0,0.0
580,4,0,0.0
580,5,0,0.0
580,6,0,0.0
580,7,3.81,9.1
580,8,14.1,21.32
580,9,9.81,17.09
580,10,10.52,17.33
580,11,37.14,89.6
580,12,95.57,214.68
580,13,131.71,307.56
580,14,162,310.69
580,15,148.43,293.08
580,16,143.05,257.02
580,17,180.33,244.38
580,18,216.52,278.71
580,19,222.29,280.13
580,20,226.95,292.61
580,21,228.52,244.08
580,22,247.81,208.19
580,23,306.81,211.96
580,24,389.1,242.05
580,25,563.71,360.97
581,1,0,0.0
581,2,0,0.0
581,3,0,0.0
581,4,0,0.0
581,5,0,0.0
581,6,0,0.0
581,7,0,0.0
581,8,0.1,0.3
581,9,0,0.0
581,10,0.1,0.3
581,11,1.3,1.85
581,12,0.6,0.8
581,13,0.9,1.58
581,14,0,0.0
581,15,0.3,0.64
581,16,1.3,2.97
581,17,10.1,29.97
581,18,20.9,58.73
581,19,22.1,57.4
581,20,17.5,43.34
581,21,13.6,29.88
581,22,22.9,43.08
581,23,49.3,102.1
581,24,47.6,83.31
581,25,53.4,111.79
582,1,0,0.0
582,2,0,0.0
582,3,0,0.0
582,4,0,0.0
582,5,0,0.0
582,6,0,0.0
582,7,3.81,9.1
582,8,14.24,21.24
582,9,9.9,17.07
582,10,10.29,17.41
582,11,36.95,89.65
582,12,91.57,215.23
582,13,126.05,308.27
582,14,159.05,311.23
582,15,147.52,293.24
582,16,142.48,257.07
582,17,180.52,244.43
582,18,225.24,281.99
582,19,231,280.28
582,20,236.48,296.56
582,21,228.81,244.18
582,22,254.48,209.52
582,23,308.1,212.66
582,24,395.24,243.81
582,25,563.14,361.15
583,1,0,0.0
583,2,0,0.0
583,3,0,0.0
583,4,0,0.0
583,5,0,0.0
583,6,0,0.0
583,7,4.51,7.08
583,8,3.32,3.35
583,9,14.84,11.78
583,10,30.78,25.0
583,11,30.24,16.12
583,12,33.57,22.17
583,13,38,25.08
583,14,32.08,19.72
583,15,39.49,34.15
583,16,65.73,66.93
583,17,95.57,122.07
583,18,259.35,313.1
583,19,288.38,371.06
583,20,471.38,529.42
583,21,556.78,520.24
583,22,686.08,576.14
583,23,474.7,390.54
583,24,344.43,315.47
583,25,342.65,280.22
584,1,0,0.0
584,2,0,0.0
584,3,0,0.0
584,4,0,0.0
584,5,0,0.0
584,6,0,0.0
584,7,0.67,1.55
584,8,0.67,1.65
584,9,2,3.27
584,10,12.5,17.98
584,11,41.92,44.55
584,12,44.75,44.55
584,13,38.42,50.45
584,14,41.92,37.63
584,15,40.08,29.72
584,16,25.08,29.71
584,17,26.92,35.16
584,18,71.58,94.82
584,19,140.33,182.78
584,20,123.08,132.12
584,21,161.58,171.54
584,22,207.67,272.72
584,23,216.58,217.39
584,24,330.67,327.4
584,25,440.25,402.45
585,1,0,0.0
585,2,0,0.0
585,3,0,0.0
585,4,0,0.0
585,5,0,0.0
585,6,0,0.0
585,7,21.29,30.55
585,8,46.57,41.94
585,9,6.76,8.81
585,10,4.71,7.84
585,11,8.86,13.22
585,12,13,15.92
585,13,25.76,39.73
585,14,42.05,58.55
585,15,51.71,61.92
585,16,49.57,66.12
585,17,69.9,95.48
585,18,103.38,130.1
585,19,135.9,141.06
585,20,205.24,231.61
585,21,275.29,331.4
585,22,334.62,381.58
585,23,494.43,527.39
585,24,477.19,389.13
585,25,501.1,402.5
586,1,0,0.0
586,2,0,0.0
586,3,0,0.0
586,4,0,0.0
586,5,0,0.0
586,6,0,0.0
586,7,19.95,30.7
586,8,47.1,41.43
586,9,8.43,11.57
586,10,4.71,7.84
586,11,8.52,13.3
586,12,12.81,15.94
586,13,24.67,39.91
586,14,39.52,58.9
586,15,51.19,62.15
586,16,48.05,66.6
586,17,66.48,96.27
586,18,97.76,130.42
586,19,130.14,142.47
586,20,199.19,233.43
586,21,261.52,333.05
586,22,315.67,383.57
586,23,464.81,524.55
586,24,443.24,382.06
586,25,461.24,393.15
587,1,0,0.0
587,2,0,0.0
587,3,0,0.0
587,4,0,0.0
587,5,0,0.0
587,6,0,0.0
587,7,34.17,47.62
587,8,31,36.23
587,9,20.75,23.43
587,10,14.08,10.44
587,11,40,37.13
587,12,48.25,30.4
587,13,76.75,49.69
587,14,163,116.61
587,15,280.92,157.68
587,16,410.33,221.48
587,17,744.58,300.51
587,18,1360.67,763.32
587,19,3502.67,1604.73
587,20,4807.33,2307.51
587,21,5181.83,1995.85
587,22,5046.67,1834.39
587,23,4897,1707.64
587,24,5146.5,1565.77
587,25,5479.5,1581.84
588,1,0,0.0
588,2,0,0.0
588,3,0,0.0
588,4,0,0.0
588,5,0,0.0
588,6,0,0.0
588,7,54.78,236.46
588,8,85.25,346.14
588,9,99.28,451.71
588,10,82.66,322.28
588,11,82.53,327.97
588,12,101.03,367.93
588,13,107.12,410.66
588,14,113.41,399.4
588,15,125.34,350.93
588,16,143,346.35
588,17,174.22,372.33
588,18,199.66,370.23
588,19,224.5,396.11
588,20,242.28,377.12
588,21,228.69,344.59
588,22,237.75,347.65
588,23,247.88,358.63
588,24,254.75,377.36
588,25,282.56,406.75
589,1,0,0.0
589,2,0,0.0
589,3,0,0.0
589,4,0,0.0
589,5,0,0.0
589,6,0,0.0
589,7,13.69,53.18
589,8,13.14,41.47
589,9,25.9,89.66
589,10,30.2,88.43
589,11,27.75,78.1
589,12,25.06,59.23
589,13,27.24,70.2
589,14,20.57,55.43
589,15,23.41,53.53
589,16,30.61,67.56
589,17,50.24,100.75
589,18,88.22,161.05
589,19,99.33,179.18
589,20,110.02,214.75
589,21,107,199.39
589,22,121.37,203.29
589,23,143.43,240.61
589,24,173.86,273.95
589,25,213.33,351.14
590,1,0,0.0
590,2,0,0.0
590,3,0,0.0
590,4,0,0.0
590,5,0,0.0
590,6,0,0.0
590,7,8.01,21.46
590,8,11.96,29.52
590,9,11.74,15.34
590,10,23.66,21.75
590,11,22.35,19.25
590,12,32.34,33.87
590,13,40.51,49.36
590,14,53.41,70.46
590,15,59.24,102.08
590,16,66.8,107.57
590,17,113.96,172.99
590,18,160.47,214.88
590,19,223.66,316.3
590,20,337.43,389.36
590,21,387.2,540.11
590,22,423.91,608.64
590,23,429.93,607.92
590,24,487.81,633.64
590,25,530.28,744.94
591,1,0,0.0
591,2,0,0.0
591,3,0,0.0
591,4,0,0.0
591,5,0,0.0
591,6,0,0.0
591,7,5.51,8.78
591,8,3.46,3.39
591,9,15.03,11.77
591,10,32.65,25.79
591,11,30.59,16.45
591,12,33.68,22.11
591,13,38.68,25.11
591,14,32.08,19.72
591,15,39.11,34.33
591,16,64.46,66.86
591,17,95.73,122.0
591,18,266.59,311.59
591,19,303.89,374.96
591,20,485.16,529.94
591,21,560.59,520.59
591,22,682.54,575.42
591,23,469.95,389.88
591,24,340.41,315.29
591,25,336.84,279.89
592,1,0,0.0
592,2,0,0.0
592,3,0,0.0
592,4,0,0.0
592,5,0,0.0
592,6,0,0.0
592,7,1.43,5.69
592,8,1.78,4.49
592,9,2.65,4.94
592,10,5.78,6.37
592,11,10.57,15.99
592,12,18.78,23.88
592,13,29.7,28.31
592,14,13.61,23.16
592,15,13.57,13.86
592,16,16.96,25.14
592,17,39.13,40.11
592,18,72.7,75.69
592,19,104.26,163.23
592,20,182.87,192.06
592,21,228.57,265.1
592,22,222.7,252.33
592,23,275.43,354.04
592,24,337.78,378.2
592,25,542.78,699.93
593,1,0,0.0
593,2,0,0.0
593,3,0,0.0
593,4,0,0.0
593,5,0,0.0
593,6,0,0.0
593,7,0,0.0
593,8,0,0.0
593,9,0,0.0
593,10,0,0.0
593,11,0,0.0
593,12,3.14,6.51
593,13,11.43,13.23
593,14,3.29,2.71
593,15,1.29,1.98
593,16,0.71,0.7
593,17,8.29,14.07
593,18,7.71,11.49
593,19,11,22.61
593,20,7.43,16.99
593,21,21.71,34.0
593,22,20.86,28.54
593,23,26.86,40.57
593,24,14.29,23.32
593,25,8,12.91
594,1,0,0.0
594,2,0,0.0
594,3,0,0.0
594,4,0,0.0
594,5,0,0.0
594,6,0,0.0
594,7,26.09,126.92
594,8,112.62,361.52
594,9,117.38,511.36
594,10,141.94,643.07
594,11,157.38,692.11
594,12,251.75,1213.59
594,13,353,1636.72
594,14,391.41,1587.27
594,15,603.03,2074.82
594,16,807.97,2553.31
594,17,755.38,1660.69
594,18,885.81,1472.19
594,19,1108.62,1571.14
594,20,1192.88,1349.81
594,21,1036,1286.17
594,22,1062.41,1310.41
594,23,1075.56,1504.83
594,24,1105.09,1571.11
594,25,1102.28,1382.35
595,1,0,0.0
595,2,0,0.0
595,3,0,0.0
595,4,0,0.0
595,5,0,0.0
595,6,0,0.0
595,7,5.51,8.78
595,8,3.32,3.35
595,9,15.11,11.74
595,10,31.76,26.06
595,11,31.24,16.29
595,12,33.03,22.15
595,13,38.49,25.17
595,14,31.14,19.09
595,15,37.19,32.77
595,16,65.43,67.0
595,17,94.97,122.26
595,18,262.41,313.24
595,19,298.76,376.38
595,20,481.51,531.12
595,21,557.08,520.3
595,22,688.81,576.12
595,23,477.92,389.75
595,24,343.92,315.56
595,25,341.05,280.58
596,1,0,0.0
596,2,0,0.0
596,3,0,0.0
596,4,0,0.0
596,5,0,0.0
596,6,0,0.0
596,7,7.42,12.65
596,8,8.89,9.37
596,9,14.79,22.76
596,10,23.11,29.17
596,11,39.53,29.46
596,12,58.42,40.41
596,13,72.47,66.44
596,14,48.42,41.21
596,15,59.11,62.51
596,16,65.68,66.51
596,17,97.58,119.86
596,18,154.63,213.44
596,19,214.26,248.57
596,20,189.53,274.89
596,21,177,198.75
596,22,187.21,189.25
596,23,205.42,233.92
596,24,226.21,275.39
596,25,304.11,445.67
597,1,0,0.0
597,2,0,0.0
597,3,0,0.0
597,4,0,0.0
597,5,0,0.0
597,6,0,0.0
597,7,1.97,5.66
597,8,6.62,21.23
597,9,13.28,31.9
597,10,18.17,25.81
597,11,18.86,17.56
597,12,32.9,40.04
597,13,27.55,32.97
597,14,36,39.74
597,15,58.38,90.15
597,16,76.9,156.6
597,17,133.93,288.57
597,18,142.41,306.63
597,19,249,536.2
597,20,319.86,506.35
597,21,350.48,435.98
597,22,431.41,458.3
597,23,617.93,606.23
597,24,746.21,835.96
597,25,749.28,950.66
598,1,0,0.0
598,2,0,0.0
598,3,0,0.0
598,4,0,0.0
598,5,0,0.0
598,6,0,0.0
598,7,8.22,21.52
598,8,11.86,29.54
598,9,11.72,15.33
598,10,23.55,21.8
598,11,22.39,19.26
598,12,31.84,33.94
598,13,40.16,49.43
598,14,53.24,70.42
598,15,58.74,102.13
598,16,66.84,107.57
598,17,113.99,172.99
598,18,158.41,215.02
598,19,223.53,316.32
598,20,340.28,388.57
598,21,389.91,539.35
598,22,431.07,608.18
598,23,437.23,606.44
598,24,496.89,634.7
598,25,542.64,746.16
599,1,0,0.0
599,2,0,0.0
599,3,0,0.0
599,4,0,0.0
599,5,0,0.0
599,6,0,0.0
599,7,124.18,498.57
599,8,232.94,782.72
599,9,307.71,1000.83
599,10,483.76,1764.74
599,11,527.32,1694.94
599,12,522.38,1584.88
599,13,632.62,1781.57
599,14,692.47,1771.49
599,15,909.35,2236.42
599,16,1200.21,2823.46
599,17,1361.85,3090.71
599,18,1587.65,3463.06
599,19,1909.56,4109.56
599,20,1880.91,3596.32
599,21,2044.41,3419.22
599,22,2350.91,3371.98
599,23,2488.65,3788.72
599,24,2617.18,4062.53
599,25,3342.68,4784.91
600,1,0,0.0
600,2,0,0.0
600,3,0,0.0
600,4,0,0.0
600,5,0,0.0
600,6,0,0.0
600,7,21.24,30.57
600,8,43.29,41.82
600,9,8.76,11.43
600,10,4.71,7.84
600,11,8.57,13.3
600,12,13.05,15.91
600,13,24.48,39.88
600,14,39.19,58.77
600,15,45,57.4
600,16,42.33,61.35
600,17,65.52,96.01
600,18,100.62,130.92
600,19,128.05,141.7
600,20,200.48,233.33
600,21,271.38,333.14
600,22,327.71,384.69
600,23,486.95,530.12
600,24,472.9,391.83
600,25,497.43,405.26
601,1,0,0.0
601,2,0,0.0
601,3,0,0.0
601,4,0,0.0
601,5,0,0.0
601,6,0,0.0
601,7,8.22,21.52
601,8,11.93,29.53
601,9,11.86,15.34
601,10,23.46,21.82
601,11,22.5,19.26
601,12,31.69,33.85
601,13,40.45,49.39
601,14,53.96,70.39
601,15,59.19,102.09
601,16,66.89,107.56
601,17,114.07,172.98
601,18,159.47,215.13
601,19,223.11,316.38
601,20,338.43,389.26
601,21,387,540.13
601,22,429.54,608.81
601,23,435.19,607.52
601,24,497.73,634.31
601,25,542.66,746.15
602,1,0,0.0
602,2,0,0.0
602,3,0,0.0
602,4,0,0.0
602,5,0,0.0
602,6,0,0.0
602,7,1.43,5.69
602,8,1.78,4.49
602,9,2.65,4.94
602,10,5.61,6.47
602,11,10.61,15.96
602,12,18.17,24.12
602,13,29,28.83
602,14,13.61,23.16
602,15,13.17,14.02
602,16,16,24.97
602,17,39.13,40.11
602,18,74.26,74.82
602,19,104.09,163.27
602,20,181.61,192.78
602,21,227.39,265.57
602,22,218.52,253.82
602,23,273,355.07
602,24,342.26,376.4
602,25,527,703.35
603,1,0,0.0
603,2,0,0.0
603,3,0,0.0
603,4,0,0.0
603,5,0,0.0
603,6,0,0.0
603,7,5.41,8.82
603,8,3.49,3.37
603,9,15.27,11.59
603,10,32.35,26.01
603,11,30.62,16.46
603,12,33.3,22.22
603,13,38.16,25.15
603,14,31.84,19.72
603,15,39.46,34.17
603,16,65.27,67.01
603,17,94.97,122.26
603,18,260.84,313.31
603,19,294.95,375.7
603,20,475.11,530.9
603,21,556.57,520.19
603,22,683.49,575.69
603,23,468.86,389.42
603,24,340.89,315.42
603,25,340.24,280.64
604,1,0,0.0
604,2,0,0.0
604,3,0,0.0
604,4,0,0.0
604,5,0,0.0
604,6,0,0.0
604,7,124.09,498.59
604,8,231.24,783.15
604,9,307.03,1001.02
604,10,482.47,1765.06
604,11,520.03,1696.49
604,12,519.35,1585.72
604,13,631.76,1781.83
604,14,691.56,1771.81
604,15,907.21,2237.21
604,16,1193.06,2825.97
604,17,1356.03,3092.78
604,18,1577.97,3466.2
