districtid,monthid,neighborhoodzscore,statezscore
286,6,0.01,-0.28
287,1,0,0
287,2,0.01,2.25
287,3,0.76,0.36
287,4,-0.59,-0.34
287,5,-1.5,-0.57
287,6,-0.35,-0.44
288,1,0,0
288,2,-0.71,-0.39
288,3,-0.56,-0.65
288,4,-0.61,-0.74
288,5,-0.93,-0.5
288,6,-0.81,-0.19
289,1,-0.38,0
289,2,-0.38,-0.33
289,3,-0.37,-0.35
289,4,-0.38,-0.47
289,5,-0.38,-0.57
289,6,-0.42,-0.73
290,1,0,0
290,2,-0.58,-0.34
290,3,-0.27,-0.15
290,4,-0.46,0.22
290,5,-0.92,0.01
290,6,-1.03,-0.61
291,1,0,0
291,2,-0.84,-0.4
291,3,-1.57,-1.1
291,4,-1.03,-0.48
291,5,-0.62,-0.23
291,6,-0.46,0.12
292,1,0,0
292,2,-0.46,0.53
292,3,-0.44,0.41
292,4,-0.4,-0.05
292,5,-0.23,-0.08
292,6,-0.15,-0.13
293,1,0,0
293,2,-0.82,-0.57
293,3,-0.59,-0.83
293,4,-0.77,-0.71
293,5,-0.55,-0.55
293,6,-0.83,-0.52
294,1,0,0
294,2,139.82,17.12
294,3,4.42,4.81
294,4,7.56,12.86
294,5,1.62,7.3
294,6,-0.15,0.98
295,1,0,0
295,2,0.28,1.65
295,3,-0.07,0.09
295,4,-0.55,-0.26
295,5,-0.47,-0.11
295,6,-0.45,-0.35
296,1,0,0
296,2,-0.46,-0.41
296,3,-1.03,-1.08
296,4,-0.42,-0.48
296,5,-0.55,-0.37
296,6,-0.55,-0.39
297,1,-0.41,0
297,2,-0.37,3.1
297,3,-0.38,5.26
297,4,-0.37,4.76
297,5,-0.33,0.61
297,6,-0.35,0.2
298,1,0,0
298,2,-1.12,-0.94
298,3,0.65,-0.24
298,4,0.79,-0.0
298,5,2.53,0.38
298,6,2.18,0.13
299,1,-0.5,0
299,2,-0.5,2.1
299,3,-0.49,3.89
299,4,-0.45,7.0
299,5,-0.37,0.7
299,6,-0.39,0.38
300,1,0,0
300,2,-0.57,-0.46
300,3,0.25,0.66
300,4,-0.28,-0.18
300,5,-0.34,-0.05
300,6,-0.15,-0.23
301,1,0,0
301,2,7.84,-0.35
301,3,0.75,-0.39
301,4,-0.58,-0.37
301,5,-0.18,-0.34
301,6,-0.2,-0.4
302,1,0,0
302,2,0.02,0.11
302,3,-0.51,-0.27
302,4,-0.63,-0.06
302,5,0.87,0.46
302,6,0.42,0.12
303,1,0,0
303,2,-1.44,0
303,3,6.16,0
303,4,10.23,0
303,5,1.96,0
303,6,2.31,0
304,1,0,0
304,2,-0.64,-0.3
304,3,-0.85,-1.18
304,4,-0.65,-0.93
304,5,-0.31,-0.03
304,6,-0.71,-0.54
305,1,0,0
305,2,-0.56,2.24
305,3,-0.27,-0.09
305,4,0.73,0.66
305,5,2.52,0.51
305,6,0.85,-0.37
306,1,0,0
306,2,0.87,-0.0
306,3,-0.55,-0.17
306,4,-0.36,-0.49
306,5,0.44,-0.22
306,6,0.39,-0.16
307,1,0,0
307,2,-0.58,-0.34
307,3,1.26,-0.35
307,4,0.16,-0.48
307,5,0.71,-0.58
307,6,0.64,-0.68
308,1,0,0
308,2,0.27,-0.36
308,3,0.22,-0.12
308,4,-0.09,0.07
308,5,-1.42,-0.32
308,6,-1.17,-0.18
309,1,0,0
309,2,-0.05,-0.4
309,3,1.05,0.48
309,4,5.8,0.7
309,5,5.25,0.89
309,6,8.26,1.66
310,1,0,0
310,2,-0.42,-0.41
310,3,0.21,0.44
310,4,-0.88,-0.59
310,5,-0.31,-0.34
310,6,-0.34,-0.41
311,1,0,0
311,2,-0.43,-0.27
311,3,-0.57,-0.35
311,4,-0.48,-0.47
311,5,-0.54,-0.55
311,6,-0.68,-0.38
312,1,-0.71,0
312,2,-0.4,1.16
312,3,-0.68,0.46
312,4,-0.64,1.92
312,5,-0.08,1.07
312,6,-0.52,-0.14
313,1,0,0
313,2,0.36,1.2
313,3,-0.7,0.0
313,4,-0.4,-0.46
313,5,0.12,-0.27
313,6,1.3,0.02
314,1,-0.45,0
314,2,-0.41,3.37
314,3,-0.21,27.33
314,4,-0.35,10.86
314,5,-0.33,5.29
314,6,-0.31,2.8
315,1,0,0
315,2,4.2,-0.11
315,3,3.41,0.3
315,4,1.19,2.14
315,5,6.3,2.81
315,6,11.48,2.65
316,1,0,0
316,2,-0.06,0.6
316,3,2.05,3.01
316,4,0.99,1.34
316,5,-1.28,-0.58
316,6,-0.26,-0.15
317,1,0,0
317,2,-0.74,-0.55
317,3,-0.42,-0.75
317,4,-0.58,-0.65
317,5,-0.59,-0.57
317,6,-0.61,-0.57
318,1,0,0
318,2,-0.65,-0.58
318,3,-0.89,-0.86
318,4,-0.66,-0.64
318,5,-0.81,-0.75
318,6,-1.36,-0.63
319,1,0,0
319,2,-0.87,0.4
319,3,-0.92,0.55
319,4,-0.66,1.22
319,5,-1.19,-0.46
319,6,-1.67,-0.53
320,1,0,0
320,2,-0.8,-0.26
320,3,-0.85,-0.36
320,4,-0.05,-0.24
320,5,-2.21,-0.39
320,6,-1.32,-0.35
321,1,0,0
321,2,-0.61,-0.52
321,3,0.16,0.42
321,4,-0.52,-0.35
321,5,-0.46,-0.12
321,6,-0.51,-0.24
322,1,0,0
322,2,-1.71,-0.56
322,3,0.21,0.65
322,4,-0.86,0.22
322,5,3.07,3.28
322,6,1.21,2.6
323,1,0,0
323,2,0.38,0.04
323,3,1.03,-0.07
323,4,-0.25,0.0
323,5,-0.04,0.11
323,6,0.13,0.57
324,1,0,0
324,2,-0.57,-0.16
324,3,-1.04,-0.75
324,4,-1.0,-0.39
324,5,-1.51,-0.65
324,6,-1.05,-0.57
325,1,0,0
325,2,-0.73,-0.47
325,3,-1.78,-0.74
325,4,-0.83,-0.71
325,5,-0.97,-0.79
325,6,-1.15,-0.43
326,1,0,0
326,2,-0.04,0.26
326,3,1.54,1.13
326,4,-0.17,0.78
326,5,-0.5,0.07
326,6,-0.45,-0.01
327,1,0,0
327,2,0.98,-0.32
327,3,2.15,-0.35
327,4,-1.19,-0.5
327,5,-1.2,-0.59
327,6,-1.13,-0.74
328,1,0,0
328,2,-1.09,-0.6
328,3,0.18,0.06
328,4,0.17,-0.01
328,5,1.1,0.01
328,6,2.33,0.5
329,1,0,0
329,2,0.04,0.05
329,3,0.13,0.25
329,4,-0.23,-0.14
329,5,-0.23,-0.09
329,6,-0.27,-0.06
330,1,0,0
330,2,-0.17,-0.25
330,3,-1.71,-0.38
330,4,-1.67,-0.46
330,5,0.24,-0.25
330,6,-0.19,-0.29
331,1,0,0
331,2,0.56,0.4
331,3,-0.17,0.0
331,4,-0.56,-0.69
331,5,-0.02,-0.37
331,6,-0.11,-0.4
332,1,0,0
332,2,0.52,1.33
332,3,0.51,1.39
332,4,0.02,0.75
332,5,-0.25,0.44
332,6,-0.72,0.04
333,1,0,0
333,2,-0.76,-0.4
333,3,-0.74,-1.78
333,4,-1.18,-1.43
333,5,-1.22,-0.79
333,6,-1.23,-1.18
334,1,0,0
334,2,15.97,27.05
334,3,9.23,16.32
334,4,33.32,8.22
334,5,24.92,12.66
334,6,24.48,10.44
335,1,0,0
335,2,178.71,2.32
335,3,13.49,0.76
335,4,22.86,1.06
335,5,11.91,6.62
335,6,27.25,12.61
336,1,0,0
336,2,0.46,-0.05
336,3,-1.23,0.58
336,4,-0.4,0.16
336,5,-0.88,-0.42
336,6,-1.08,-0.44
337,1,0,0
337,2,14.5,3.31
337,3,7.49,3.12
337,4,3.92,2.64
337,5,1.17,1.77
337,6,5.44,3.85
338,1,0,0
338,2,-0.7,-0.51
338,3,-0.82,-0.85
338,4,-1.95,-0.76
338,5,-1.61,-0.7
338,6,-1.26,-0.62
339,1,0,0
339,2,9.05,11.38
339,3,2.12,2.85
339,4,1.14,1.58
339,5,-0.31,-0.22
339,6,0.07,0.05
340,1,0,0
340,2,1.45,1.32
340,3,1.47,1.8
340,4,1.78,2.28
340,5,0.69,0.98
340,6,1.32,1.58
341,1,0,0
341,2,2.71,0.41
341,3,-0.21,-0.58
341,4,-0.47,-0.49
341,5,-0.14,-0.43
341,6,-0.37,-0.48
342,1,0,0
342,2,0.04,-0.26
342,3,1.49,-0.22
342,4,1.15,-0.16
342,5,1.21,-0.08
342,6,1.45,0.13
343,1,0,0
343,2,-0.62,-0.35
343,3,-0.59,-0.35
343,4,-0.57,-0.45
343,5,-0.76,-0.53
343,6,-0.75,-0.66
344,1,0,0
344,2,0.21,-0.27
344,3,-0.38,-0.5
344,4,-0.12,0.1
344,5,-0.31,-0.23
344,6,-2.31,-0.73
345,1,0,0
345,2,-1.35,-0.4
345,3,0.41,-0.35
345,4,0.59,-0.36
345,5,0.38,-0.42
345,6,0.69,-0.38
346,1,0,0
346,2,3.53,-0.27
346,3,3.85,0.24
346,4,1.32,-0.2
346,5,7.75,0.38
346,6,52.27,2.86
347,1,0,0
347,2,2.73,-0.22
347,3,0.5,-0.38
347,4,0.59,-0.22
347,5,0.19,-0.14
347,6,1.1,0.72
348,1,0,0
348,2,-0.96,-0.2
348,3,-0.7,-0.61
348,4,-1.69,-1.26
348,5,-1.63,-0.61
348,6,-1.53,-0.55
349,1,0,0
349,2,-0.84,-1.03
349,3,-0.85,-1.57
349,4,-0.4,-0.55
349,5,0.39,-0.43
349,6,-1.17,-0.74
350,1,0,0
350,2,0,-0.43
350,3,0.03,1.52
350,4,1.02,0.43
350,5,-0.2,-0.16
350,6,-0.29,-0.12
351,1,0,0
351,2,-0.45,-0.44
351,3,-0.1,0.66
351,4,-0.34,-0.0
351,5,-0.7,-0.37
351,6,-0.87,-0.41
352,1,0,0
352,2,-0.37,-0.37
352,3,7.18,3.67
352,4,0.31,0.06
352,5,0.17,0.28
352,6,-0.59,-0.33
353,1,0,0
353,2,-0.25,0.06
353,3,0.91,0.48
353,4,-0.76,-0.5
353,5,-0.78,-0.4
353,6,-0.64,-0.38
354,1,0,0
354,2,-0.87,-0.4
354,3,-0.93,-0.51
354,4,-0.69,-0.41
354,5,-0.96,-0.44
354,6,0.23,0.72
355,1,-0.41,0
355,2,-0.39,2.85
355,3,-0.46,-0.69
355,4,-0.44,0.07
355,5,-0.48,-0.69
355,6,-0.48,-1.28
356,1,0,0
356,2,-0.22,-0.46
356,3,2.63,0.02
356,4,-0.58,-0.77
356,5,-0.1,-0.45
356,6,0.21,-0.06
357,1,0,0
357,2,2.34,0.24
357,3,0.26,-0.77
357,4,6.78,0.6
357,5,12.55,0.35
357,6,5.1,-0.06
358,1,0,0
358,2,-0.54,-0.4
358,3,-2.4,-0.65
358,4,-1.71,-0.6
358,5,-1.44,-0.67
358,6,-2.16,-0.89
359,1,0,0
359,2,-0.31,-0.19
359,3,-1.14,-0.9
359,4,-0.36,-0.25
359,5,-1.06,-0.62
359,6,-6.02,-0.51
360,1,0,0
360,2,-0.53,-0.57
360,3,-0.14,-0.46
360,4,-0.82,-0.3
360,5,-0.94,-0.64
360,6,-1.33,-0.51
361,1,0,0
361,2,-0.38,0.12
361,3,-0.63,-0.55
361,4,-1.01,-0.78
361,5,-1.26,-1.3
361,6,-1.38,-1.48
362,1,0,0
362,2,15.54,6.96
362,3,4.28,5.2
362,4,4.3,6.66
362,5,5.37,5.43
362,6,6.22,5.12
363,1,0,0
363,2,-0.58,-0.46
363,3,0.1,-0.39
363,4,0.45,-0.23
363,5,0.1,-0.1
363,6,-0.32,-0.21
364,1,0,0
364,2,12.06,3.41
364,3,0.99,0.56
364,4,-0.37,-0.51
364,5,-0.2,-0.35
364,6,-0.29,-0.41
365,1,0,0
365,2,-0.04,0.01
365,3,-0.04,-0.67
365,4,-1.28,-0.7
365,5,-1.46,-0.65
365,6,-2.26,-0.72
366,1,0,0
366,2,-1.09,-0.48
366,3,-0.54,-0.55
366,4,-1.17,-0.84
366,5,-0.91,-1.37
366,6,-0.82,-0.68
367,1,-0.45,0
367,2,-0.49,4.33
367,3,-0.21,1.72
367,4,-0.41,5.59
367,5,-0.32,1.75
367,6,-0.41,0.22
368,1,0,0
368,2,-0.59,-0.66
368,3,-0.12,-0.58
368,4,-1.06,-0.73
368,5,-0.31,-0.51
368,6,-0.49,-0.56
369,1,0,0
369,2,-0.39,-0.43
369,3,-2.02,-0.64
369,4,-1.53,-0.64
369,5,-2.12,-0.7
369,6,-2.47,-0.92
370,1,0,0
370,2,-0.74,-0.04
370,3,0.78,0.34
370,4,0.48,0.03
370,5,0.06,-0.36
370,6,-0.6,-0.41
371,1,-0.45,0
371,2,-0.45,0
371,3,-0.45,-0.69
371,4,-0.45,-0.35
371,5,-0.46,-0.41
371,6,-0.46,-0.65
372,1,0,0
372,2,-0.54,0.88
372,3,-0.5,1.29
372,4,-0.49,1.12
372,5,-0.24,1.9
372,6,-0.4,1.52
373,1,0,0
373,2,-0.42,-0.7
373,3,-0.48,-0.35
373,4,-0.43,-0.34
373,5,-0.42,-0.3
373,6,-0.43,-0.45
374,1,0,0
374,2,-0.3,16.2
374,3,1.63,6.59
374,4,2.34,2.98
374,5,-0.12,0.09
374,6,-0.11,0.83
375,1,0,0
375,2,-0.21,-0.18
375,3,-0.04,0.14
375,4,-0.27,-0.24
375,5,-0.31,-0.3
375,6,-0.56,-0.51
376,1,0,0
376,2,0.48,0.16
376,3,1.56,0.42
376,4,2.53,0.1
376,5,-0.1,-0.72
376,6,0.5,-0.51
377,1,0,0
377,2,-0.7,-0.45
377,3,-0.67,-0.77
377,4,-0.69,-0.71
377,5,-0.56,-0.51
377,6,-0.42,-0.45
378,1,0,0
378,2,31.36,3.52
378,3,6.86,3.34
378,4,12.89,2.45
378,5,20.08,2.78
378,6,21.08,1.92
379,1,0,0
379,2,-0.47,-0.41
379,3,-1.21,-0.31
379,4,0.62,-0.13
379,5,-0.57,0.67
379,6,-1.01,0.29
380,1,0,0
380,2,-1.44,-0.97
380,3,-0.62,-0.57
380,4,-0.59,-0.54
380,5,-0.74,-0.49
380,6,-0.52,-0.4
381,1,0,0
381,2,0,-1.0
381,3,-9.77,-1.06
381,4,-1.82,-0.86
381,5,-3.5,-0.86
381,6,-42.28,-0.88
382,1,0,0
382,2,-0.96,-0.71
382,3,-0.58,-1.18
382,4,-0.92,-0.79
382,5,-0.68,-0.71
382,6,-1.01,-0.75
383,1,0,0
383,2,-0.55,0
383,3,0.16,0
383,4,4.26,0
383,5,-0.82,0
383,6,-0.67,0
384,1,0,0
384,2,0.0,-0.19
384,3,2.92,-0.04
384,4,2.87,0.03
384,5,0.51,0.05
384,6,0.93,1.53
385,1,0,0
385,2,-0.09,-0.41
385,3,-0.07,-0.51
385,4,-0.86,-0.92
385,5,-0.96,-1.11
385,6,-2.66,-1.01
386,1,0,0
386,2,0.16,0.75
386,3,0.51,0.48
386,4,-0.7,-0.67
386,5,-0.02,0.03
386,6,-0.2,-0.32
387,1,0,0
387,2,-0.75,-0.41
387,3,-0.85,-1.03
387,4,-0.57,-0.38
387,5,-0.45,-0.5
387,6,-0.74,-0.53
388,1,0,0
388,2,4.77,-0.09
388,3,1.48,-0.41
388,4,0.92,-0.47
388,5,0.55,-0.41
388,6,0.22,-0.21
389,1,0,0
389,2,0.12,-0.39
389,3,0.1,0.99
389,4,-0.46,-0.17
389,5,0.8,0.08
389,6,0.73,0.3
390,1,0,0
390,2,-0.56,-0.48
390,3,-0.76,-0.59
390,4,-0.51,-0.46
390,5,-0.35,-0.2
390,6,-0.47,-0.52
391,1,0,0
391,2,-1.68,-0.45
391,3,-1.49,-0.7
391,4,-0.08,-0.41
391,5,-0.68,-0.54
391,6,-0.6,-0.51
392,1,0,0
392,2,-0.58,0.84
392,3,-0.31,1.34
392,4,-1.24,-0.41
392,5,-0.98,-0.59
392,6,-0.85,-0.47
393,1,0,0
393,2,-0.74,0.22
393,3,-0.63,-0.23
393,4,-0.08,0.02
393,5,-0.02,-0.33
393,6,-0.94,-0.55
394,1,0,0
394,2,0.31,0.6
394,3,1.31,2.37
394,4,-1.15,-0.56
394,5,-0.68,-0.34
394,6,-1.55,-0.66
395,1,0,0
395,2,0.42,0.9
395,3,0.55,1.14
395,4,-0.21,0.22
395,5,-0.35,0.28
395,6,-0.55,-0.43
396,1,0,0
396,2,-0.5,0.61
396,3,-0.64,0.46
396,4,-0.48,0.47
396,5,-0.48,1.88
396,6,-0.44,2.79
397,1,0,0
397,2,-0.46,-0.29
397,3,-0.46,-0.29
397,4,-0.49,-0.3
397,5,-0.56,-0.37
397,6,-0.74,-0.49
398,1,0,0
398,2,-0.56,0.23
398,3,0.31,4.92
398,4,-0.08,5.91
398,5,0.62,9.36
398,6,5.24,11.21
399,1,0,0
399,2,-0.58,-0.5
399,3,-0.93,-0.7
399,4,-0.2,0.44
399,5,-1.16,-0.45
399,6,-0.7,-0.57
400,1,0,0
400,2,-0.5,-0.4
400,3,-1.07,-0.85
400,4,-1.27,-1.12
400,5,-0.53,-0.39
400,6,-0.61,-0.46
401,1,0,0
401,2,-1.0,-0.78
401,3,-0.9,-1.24
401,4,0.13,-0.25
401,5,-1.19,-1.08
401,6,-0.82,-1.04
402,1,0,0
402,2,0,0
402,3,0.2,-0.45
402,4,-1.4,-0.73
402,5,-0.99,-0.59
402,6,-0.65,-0.38
403,1,0,0
403,2,12.21,-0.53
403,3,-1.14,-0.44
403,4,-0.78,-0.65
403,5,-1.15,-0.49
403,6,-1.52,-0.36
404,1,0,0
404,2,-0.57,-0.85
404,3,-0.68,-1.28
404,4,-0.79,-0.94
404,5,-0.54,-0.6
404,6,-0.59,-0.52
405,1,0,0
405,2,-1.94,-0.79
405,3,-1.78,-0.76
405,4,-0.82,-1.92
405,5,-1.18,-1.54
405,6,-1.08,-1.23
406,1,0,0
406,2,-0.65,-0.06
406,3,-0.58,0.41
406,4,-0.24,1.9
406,5,-1.11,-0.24
406,6,-0.51,-0.21
407,1,-0.44,0
407,2,-0.41,0
407,3,-0.46,-0.03
407,4,-0.45,0.31
407,5,-0.41,9.03
407,6,-0.41,41.53
408,1,0,0
408,2,-0.69,-0.22
408,3,-0.83,-0.71
408,4,-0.6,-1.43
408,5,-0.62,-0.82
408,6,-0.58,-1.01
409,1,-0.71,0
409,2,-0.71,0
409,3,-0.71,-0.07
409,4,-0.71,-1.83
409,5,-0.71,2.42
409,6,-0.71,16.97
410,1,0,0
410,2,-0.9,-0.36
410,3,6.14,-0.31
410,4,1.02,-0.49
410,5,3.02,-0.11
410,6,1.87,0.06
411,1,0,0
411,2,5.0,12.81
411,3,3.55,7.02
411,4,3.4,4.58
411,5,2.12,3.86
411,6,1.01,2.48
412,1,0,0
412,2,-0.25,0.24
412,3,-0.41,-0.19
412,4,-1.02,-0.37
412,5,-0.93,-0.31
412,6,-0.67,-0.46
413,1,0,0
413,2,0,-0.35
413,3,-0.63,-1.19
413,4,-1.88,-0.7
413,5,-0.14,-0.31
413,6,-1.3,-0.46
414,1,0,0
414,2,-0.72,-0.84
414,3,-0.98,-0.83
414,4,-0.77,-2.24
414,5,-0.72,-0.46
414,6,-0.26,0.01
415,1,0,0
415,2,-0.38,-0.37
415,3,-0.51,-0.97
415,4,-0.5,-0.31
415,5,-0.5,0.73
415,6,-0.45,0.55
416,1,0,0
416,2,-0.45,-0.37
416,3,1.63,2.82
416,4,1.36,0.25
416,5,-0.76,-0.39
416,6,-0.76,-0.38
417,1,0,0
417,2,-0.89,-0.39
417,3,-0.11,-0.02
417,4,-0.38,-0.54
417,5,-0.56,-0.45
417,6,-0.38,-0.46
418,1,0,0
418,2,1.69,0.8
418,3,2.17,0.19
418,4,7.61,-0.09
418,5,23.22,3.25
418,6,11.51,7.1
419,1,0,0
419,2,4.22,0.82
419,3,-0.43,-1.17
419,4,-0.98,-1.04
419,5,-0.47,-0.55
419,6,0.27,-0.38
420,1,0,0
420,2,-1.48,-0.98
420,3,0.03,-0.58
420,4,-0.2,-1.07
420,5,1.0,-0.16
420,6,0.59,-0.05
421,1,0,0
421,2,0,0
421,3,-0.5,-0.72
421,4,-0.56,-0.36
421,5,-0.53,-0.43
421,6,-0.64,-0.66
422,1,-0.71,0
422,2,-0.47,1.17
422,3,-0.64,1.66
422,4,-0.71,1.06
422,5,-1.48,-1.13
422,6,-1.4,-3.76
423,1,0,0
423,2,-0.24,-0.35
423,3,-0.73,-0.59
423,4,-0.51,-0.88
423,5,-0.51,-0.93
423,6,-0.52,-1.06
424,1,0,0
424,2,1.19,2.7
424,3,2.58,2.65
424,4,1.52,0.34
424,5,0.38,-0.19
424,6,-0.2,-0.35
425,1,0,0
425,2,-0.66,-0.89
425,3,-0.61,-1.32
425,4,-0.81,-0.97
425,5,-0.28,-0.77
425,6,0.03,-0.57
426,1,0,0
426,2,0.37,1.26
426,3,0.34,1.08
426,4,-0.24,0.24
426,5,-5.92,-0.29
426,6,0.12,0.29
427,1,-0.45,0
427,2,0.58,17.03
427,3,-0.37,2.05
427,4,-0.35,4.48
427,5,0.58,3.34
427,6,-0.14,0.13
428,1,0,0
428,2,-1.06,-0.51
428,3,-0.35,-0.51
428,4,-0.88,-0.7
428,5,-0.68,-0.62
428,6,-0.74,0.14
429,1,0,0
429,2,0,0
429,3,-0.58,-0.75
429,4,-0.58,-0.37
429,5,-0.7,-0.44
429,6,-0.85,-0.67
430,1,0,0
430,2,-0.94,-0.49
430,3,-1.85,-0.62
430,4,-0.93,-0.23
430,5,-0.81,-0.13
430,6,-0.3,0.0
431,1,0,0
431,2,-0.57,-0.45
431,3,-0.07,-0.32
431,4,-0.7,-0.34
431,5,-0.35,-0.33
431,6,1.45,-0.28
432,1,0,0
432,2,-0.87,-1.07
432,3,-1.11,-2.58
432,4,-0.78,-1.18
432,5,-1.38,-1.59
432,6,-1.37,-1.68
433,1,0,0
433,2,-0.81,-0.53
433,3,0.06,-0.31
433,4,-0.59,-0.59
433,5,-1.7,-0.36
433,6,1.14,-0.12
434,1,0,0
434,2,-1.23,-0.77
434,3,-1.09,-1.35
434,4,-0.7,-0.6
434,5,-0.62,-0.51
434,6,-0.59,-0.63
435,1,0,0
435,2,-0.4,-0.54
435,3,-0.68,-1.41
435,4,-0.59,-0.71
435,5,0.08,-0.45
435,6,0.86,-0.35
436,1,0,0
436,2,-0.58,-0.32
436,3,-0.02,-0.21
436,4,-1.02,-0.9
436,5,-0.41,-0.37
436,6,-0.36,-0.44
437,1,0,0
437,2,0.27,-0.37
437,3,-0.16,-0.38
437,4,0.82,-0.5
437,5,2.52,-0.44
437,6,1.5,-0.48
438,1,0,0
438,2,0,0
438,3,-0.91,-0.57
438,4,-2.25,-0.7
438,5,-0.51,-0.02
438,6,-0.67,-0.52
439,1,0,0
439,2,8.5,0
439,3,0.44,0
439,4,-0.19,0
439,5,3.64,0
439,6,3.48,0
440,1,0,0
440,2,0,0
440,3,-0.7,-0.79
440,4,1.41,-0.29
440,5,-1.14,-0.38
440,6,-1.94,-0.47
441,1,0,0
441,2,-0.73,-0.43
441,3,-2.09,-0.46
441,4,-0.41,-0.36
441,5,-0.81,-0.59
441,6,-0.76,-0.59
442,1,-0.5,0
442,2,-0.5,0
442,3,-0.51,-0.04
442,4,-0.5,-0.33
442,5,-0.5,-0.08
442,6,-0.5,-0.27
443,1,-0.71,0
443,2,-0.71,0
443,3,-0.71,-0.05
443,4,-0.71,-0.31
443,5,-0.71,-0.4
443,6,-0.71,-0.56
444,1,-0.58,0
444,2,-0.58,0
444,3,-0.58,-0.68
444,4,-0.58,-0.69
444,5,-0.58,-0.8
444,6,-0.58,-1.08
445,1,-0.5,0
445,2,-0.5,0
445,3,-0.5,-0.05
445,4,-0.5,-0.35
445,5,-0.5,-0.35
445,6,-0.5,-0.49
446,1,-0.41,0
446,2,-0.41,0
446,3,-0.41,-0.76
446,4,-0.41,-0.34
446,5,-0.41,-0.22
446,6,-0.41,-0.38
447,1,0,0
447,2,0,0
447,3,-0.71,-0.82
447,4,-0.53,-0.1
447,5,-0.64,-0.35
447,6,-0.66,-0.68
448,1,0,0
448,2,37.67,1.43
448,3,2.4,2.46
448,4,12.9,8.32
448,5,52.69,11.84
448,6,31.25,11.34
449,1,0,0
449,2,2.11,1.72
449,3,3.32,4.31
449,4,2.67,5.55
449,5,6.07,5.59
449,6,3.75,4.03
450,1,0,0
450,2,0,0
450,3,4.75,11.52
450,4,-0.35,0.14
450,5,-0.29,22.7
450,6,-0.45,4.21
451,1,0,0
451,2,-0.53,-0.64
451,3,-0.66,-0.1
451,4,-0.6,-0.66
451,5,-1.18,-0.54
451,6,-0.97,-0.39
452,1,0,0
452,2,5.72,0.55
452,3,4.03,2.15
452,4,2.23,-0.05
452,5,3.06,-0.33
452,6,3.77,0.74
453,1,0,0
453,2,2.83,-0.07
453,3,8.57,0.35
453,4,9.03,3.86
453,5,0.54,0.86
453,6,-0.35,-0.26
454,1,0,0
454,2,-1.07,-0.46
454,3,-0.42,-0.21
454,4,-0.77,-0.3
454,5,-0.9,-0.11
454,6,-0.4,0.26
455,1,0,0
455,2,-0.46,-0.42
455,3,-0.03,0.47
455,4,-0.75,-0.6
455,5,-0.52,-0.41
455,6,-0.58,-0.41
456,1,0,0
456,2,-1.0,0
456,3,-4.79,0
456,4,-4.22,0
456,5,-2.95,0
456,6,-4.28,0
457,1,0,0
457,2,-0.45,-0.39
457,3,-0.44,-0.1
457,4,-0.61,-0.27
457,5,-0.58,-0.76
457,6,-0.32,-0.46
458,1,0,0
458,2,0.49,-0.24
458,3,-0.26,-0.34
458,4,-0.97,-0.43
458,5,-0.49,-0.49
458,6,-0.93,-0.56
459,1,0,0
459,2,-0.74,-0.47
459,3,-0.85,-1.19
459,4,-0.52,-0.95
459,5,-0.65,-1.0
459,6,-0.87,-1.01
460,1,0,0
460,2,-0.49,-0.34
460,3,0.17,0.03
460,4,0.25,-0.19
460,5,0.53,-0.58
460,6,-0.3,-0.68
461,1,0,0
461,2,2.31,2.52
461,3,1.05,1.05
461,4,2.35,1.64
461,5,2.56,0.15
461,6,3.49,0.91
462,1,0,0
462,2,3.45,-0.27
462,3,1.38,-0.09
462,4,8.63,0.12
462,5,1.37,-0.23
462,6,0.35,-0.51
463,1,0,0
463,2,-0.67,-0.6
463,3,-0.56,-0.83
463,4,-0.66,-0.16
463,5,-0.76,-0.05
463,6,-0.75,-0.5
464,1,-0.5,0
464,2,-0.51,0
464,3,-0.51,15.0
464,4,-0.5,-0.18
464,5,-0.51,-3.0
464,6,-0.51,15.0
465,1,0,0
465,2,-0.28,3.0
465,3,-0.64,-0.72
465,4,-1.09,-1.16
465,5,0.04,-0.48
465,6,-0.84,-1.22
466,1,0,0
466,2,-0.53,-0.39
466,3,-0.9,-0.54
466,4,-0.72,-0.59
466,5,-0.53,-1.15
466,6,-0.5,-0.8
467,1,0,0
467,2,-0.13,1.02
467,3,-0.98,-0.25
467,4,-0.09,-0.02
467,5,-0.36,0.42
467,6,-0.55,0.25
468,1,0,0
468,2,2.83,0.87
468,3,3.1,0.09
468,4,-0.39,-1.1
468,5,-0.42,-0.7
468,6,-0.38,-0.38
469,1,-0.28,0
469,2,-0.45,0
469,3,-0.18,0
469,4,-0.21,0
469,5,-0.33,0
469,6,-0.32,0
470,1,0,0
470,2,-0.38,-1.12
470,3,-1.71,-0.99
470,4,-0.84,-0.95
470,5,-1.87,-0.7
470,6,-1.28,-0.68
471,1,0,0
471,2,-0.25,0.69
471,3,-0.54,-0.05
471,4,-0.2,0.66
471,5,0.01,-0.5
471,6,0.41,-0.27
472,1,0,0
472,2,-1.58,-0.53
472,3,-1.85,-0.57
472,4,-0.77,-0.15
472,5,-2.14,-0.76
472,6,-0.88,-0.54
473,1,0,0
473,2,-0.2,1.16
473,3,0.14,0.71
473,4,0.35,0.51
473,5,-0.34,-0.42
473,6,1.03,1.71
474,1,0,0
474,2,5.2,13.71
